ID,concept_ID_parent,concept_name,concept_name_short,concept_description
1506,885,AEHO Assitant Environmental Health Officer,PersCadrAeho,Assistant Environmental Health Officer (Diploma in Environmental Health)
1507,880,Staff Position,PersPos,Professional position / role (additional attribute to professional qualification)
1508,1507,DNO District Nursing Officer,PersPosDno,District Nursing Officer. Usually State Registered Nurse appointed to the DHO
1509,1507,Zonal TB Program Supervisor,PersPosZtb,Zonal TB Program Supervisor
1510,1507,Zonal ART Program Supervisor,PersPosZArt,Zonal PMTCT/ART Program Supervisor
1511,1507,Clerk (ART),PersPosClrkArt,ART clerk. On the job training of aux staff.
1512,1507,Clerk (Pharmacy),PersPoClrkDrg,Drug Store Clerk. On the job training  appointment of lower cadre qualification
1514,1624,CHN Community Health Nurse,PersCadrChn,Community Health Nurse (Diploma after further training for enrolled nurses)
1515,1507,District PMTCT/ART Coordinator,PersPosDArt,District PMTCT/ART Program Coordinator
1516,1507,Technical Assistant,PersPosTa,Technical Assistant
1517,653,Survival analysis all ages reggroups,DataTypSetSAlRg,Concept set for aggregation of quarterly cohort registration groups for validation of survival analysis registrations
1518,653,Survival analysis children reggroups,DataTypSetSChRg,Concept set for aggregation of data elements in quarterly ART cohort analysis to validate 'total registered' in survival analysis
1519,653,Survival analysis Option B+ reggroups,DataTypSetSB+Rg,Concept set for aggregation of data elements in quarterly ART cohort analysis to validate 'total registered' in survival analysis
1520,396,12 month survival adults (non B+),DataTyp12mAdB+N,Calculated data element set: Adults (non-Option B+) 12 months survival. Subtraction of survival data elements for subgroups 'All ages' - 'children' - 'Option B+'
1521,396,36 month survival OptionB+,DataTyp36mB+,
1522,195,ART survival 36 months (Option B+),Ver8Pg51,
1523,33,Anti-malarials,SplyMalDr,Antimalarial drugs. Added Oct 2014 to allow import and append of NMCP distribution list to HIV commodity list.
1524,1523,Sulfadoxine / pyrimethamine,SplyMalDrSP,Sulfadoxine / pyrimethamine fixed dose combination
1525,1523,Lumefantrine / artemether,SplyMalDrLA,Lumefantrine / artemether fixed dose combination
1526,1523,Artesunate / amodiaquine,SplyMalDrAQ,Artesunate / amodiaquine fixed dose combination
1527,36,Examination gloves  latex,SplyDtGl,Latex examination gloves
1528,36,Microscope slides,SplyDtMs,Microscope slides
1529,36,Microscope,SplyDtMic,Microscope (light)
1530,36,Blood lancet,SplyDtLanc,Blood lancet
1531,36,Sharps container,SplyDtShrp,Sharps disposable container
1532,36,Malaria rapid diagnostic test,SplyDtmRDT,Malaria rapid diagnostic test kit (different manufacturers  e.g. Paracheck  SD Bioline)
1533,36,Capillary tubes,SplyDtCap,Capillary tubes EDTA 0.05ml
1534,36,Chase buffer,SplyDtBuf,Chase buffer for whole blood rapid diagnostic tests
1535,36,Syringe with needle,SplyDtSyr,Syringe with hypodermic needle
1536,195,HTC at stand-alone - 1st month,Ver8Pg52A,HTC monthly report for 1st month of quarter for testing done at stand-alone HTC sites
1537,195,HTC at stand-alone - 2nd month,Ver8Pg52B,HTC report 2nd month of quarter for testing done at stand-alone HTC sites
1538,195,HTC at stand-alone - 3rd month,Ver8Pg52C,HTC report for 3rd month of quarter for testing done at stand-alone HTC sites
1539,195,Test kit 1 use at stand-alone - quarter,Ver8Pg53A,Test kit use quarterly aggregate from DAR  test 2 used at stand-alone sites
1540,195,Test kit 2 use at stand-alone - quarter,Ver8Pg53B,Test kit use quarterly aggregate from DAR  test 2 used at stand-alone sites
1541,396,HIV test 1 used at stand-alone,DataTypTst1StA,
1542,396,HIV test 2 used at stand-alone,DataTypTst2StA,
1577,1574,New negative,McOutcHivNewNeg,New HIV negative test result at VMMC
1578,1574,New positive,McOutcHivNewPos,New HIV positive result at VMMC
1579,1561,Pre-OP status,McPreOPStat,
1580,1579,Consent given,McConsGiv,Client has signed VMMC client card to confirm consent
1581,1579,Refused,McRef,Client has not signed the VMMC client card for consent and opted not to get circumcised at  this time
1582,1579,Contraindication,McContra,Client has contraindication(s) that prevent or delay circumcision at this time
1583,1579,Full circumcision,McFullCir,Client is found to be already fully circumcised at this time
1584,1561,Age group,McAgegrp,Age group for VMMC clients
1585,1584,Age group A (less than 1month),McAgegrpA,Age group A for VMMC clients
1586,1584,Age group B (1month -14yrs),McAgegrpB,Age group B for VMMC  clients
1587,1584,Age group C ( 15-24yrs),McAgegrpC,Age group C for VMMC clients
1588,1584,Age group D ( 25yrs and over),McAgegrpD,Age group D for VMMC clients
1589,1561,Method,McMethod,Method used for circumcision
1590,1589,Forceps guided,McForGuid,Forceps guided surgical circumcision
1591,1589,Device,McDev,Non -surgical circumcision using a device such as Pre-Pex
1592,1589,Other,McOth,Any other circumcision method
1593,1561,Location,McLoc,Location type where circumcision was done
1594,1593,Static,McStat,Static location for circumcision
1595,1593,Mobile,McMob,Mobile location for circumcision
1596,1561,1st follow-up visit,Mc1stFV,VMMC clients  with 1st follow-up visit
1597,1596,Below 24hrs,McB24hrs,1st follow-up visit made before 24hrs
1598,1596,24-72hrs,Mc24-72,1st follw-up visit made  within  24 to 72hrs
1599,1596,After 72hrs,McAf72hrs,1st follow-up visit made up to 72hrs
1600,1561,2nd  follow-up visit,Mc2ndFV,Clients with 2nd follow-up visit
1601,1600,Before 5days,McBf5d,Clients with 2nd follow-up visit made before 5days
1602,1600,5-9 days,Mc5-9d,Clients with 2nd follow-up visit  within 5-9 days
1603,1600,After 9 days,McAft9d,Clients with 2nd follow-up visit after 9 days
1604,1561,Most severe AE,McMsAE,Clients with most severe AE (Adverse Events)
1605,1604,None,McAENon,Clients without AE
1606,1627,Mild,McAEMd,Aes requiring only reassurance or supportive measures such  as  wound cleaning or paracetamol etc
1607,1627,Moderate,McAEMod,Aes requiring management at the VMMC clinic (as an outpatient )  such as stitches  antibiotics etc
1608,1627,Severe,McAESev,Aes requiring hospital admission and/or revision in theatre
1609,485,VMMC report ver2,Datasetvmmc2,VMMC reporting form dataset
1610,195,VMMC - 1st month,Ver8pg54,
1611,195,VMMC - 2nd month,Ver8pg55,
1612,195,VMMC - 3rd month,Ver8pg56,
1613,504,McOutcHiv,ChkVMMC1,
1614,504,McPreOPstat,ChkVMMC2,
1615,504,McAgegrp,ChkVMMC3,
1616,504,McMethod,ChkVMMC4,
1617,504,McLoc,ChkVMMC5,
1618,504,Mc1stFV,ChkVMMC6,
1619,504,Mc2ndFV,ChkVMMC7,
1620,504,McMsAE,ChkVMMC8,
1621,433,Diflucan - Est. # of patients needing Dif. Per qtr,FlucProgEsNDpQ,Diflucan register - Estimated number of patients needing Diflucan per quarter
1622,187,15,Ver15,Reporting form version 15 (stock report modification from Q2 2015)
1623,1494,Clinicians,PersCadrClins,Subgroup used as concept set for grouping MO  CO  MA
1624,1494,Nurses,PersCadrNurs,Sugroup used to define concept set for grouping nurses
1625,881,Staff qualification groups,PersCadrGroup,Concept set for groups of staff qualifications
1626,694,TB cohort report (data export),RepProgTb,TB cohort report. Limited to registration data (4 data elements) from quarterly report.
1627,1604,Any AE,McAEAny,Any adverse events in the course of procedure or follow-up. Calculated sub-group.
1629,271,Supporting Partner Organization,FacPart,Implementing Parter organizations allocated to specific facilities (for COP reporting). Introduced from Q2 2015 supervision to map partners to sites
1630,1629,MSH,FacPartMsh,Management Sciences for Health
1631,1629,Baylor,FacPartBipai,Baylor Internation Pediatric AIDS Initiative Malawi
1632,1629,Dignitas,FacPartDign,Dignitas International
1633,1629,SSDI / JHPIEGO,FacPartSsdi,Support for Service Delivery Integration-Services
1634,1629,DOD,FacPartDod,USG Department of Defense
1635,1629,Partners in Hope,FacPartPih,Partners in Hope
1636,1629,EGPAF,FacPartEgpaf,Elizabeth Glazer Pediatric AIDS Foundation
1637,1629,Lighthouse,FacPartLh,Lighthouse
1638,396,ANC women after 6 months,ANCSixMonths,
1639,485,ANC report ver4,DatasetAncVer4,ANC report version 4
1640,485,ANC new registration report ver1,DatastsAncNewReg,Introduced during 2015 quarter 2 supervision after updating the ANC register with disagregated data for new registrations with first visits.
1641,195,ANC new registration - 1st month,Ver8pg57,
1642,195,ANC new registration - 2nd month,Ver8pg58,
1643,195,ANC new registration - 3rd month,Ver8pg59,
1644,504,ANCNewRegTrim,ANCChksum0,
1645,504,ANCNewRegHiv,ANCChksum1,
1646,504,ANCNewRegArteli,ANCChksum2,
1647,129,Family HTC Referral Slip,SplyFrs,Family HTC Referral Slips. Supplied as individual A4 printed sheets
1648,129,STI Partner Referral Slip,SplySrs,STI patient partner referral slip. Supplied as tear-off sheets in block or as stamp.
1649,187,16,Ver16,Reporting form version 16 (stock report modification from Q3 2015)
1650,694,VMMC,RepProgVmmc,VMMC program monthly facility reports
1651,1495,HDA HIV Diagonostic Assistant,PersCadrHda,HDA HIV Diagonostic Assistant
1652,1523,Artesunate,SplyMalDrA,Artesunate
1653,129,Flipcharts ARV Education Set of 3 (2015),SplyFlipchrtv2,Malawi ARV patient education flip charts developed with Baylor (sets of 3)
1655,396,48 month survival OptionB+,DataTyp48mB+,
1656,195,ART survival 48 months (Option B+),Ver8Pg60,
1657,485,Clinic quality checklist ver13,DatsetChk13,Service quality checklist version 13. Introduced for Q4 2015 (Jan 2016).
1658,136,Viral load: months on ART  bled  result recorded,QChkCardVL,ART patient cards: VL monitoring not consistently recorded (months on ART  bled  result)
1660,1023,STI Register,QChkSti,Quality check attributes for STI Register
1661,1660,STI Register completely filled,QChkStiReg,STI Register: not properly filled
1662,147,ART - Outcomes complete  updated  dates specified,QChkRegOutCAll,ART register - Outcomes incomplete / dates missing / not updated every quarter
1663,154,STI - reports for all 3 months complete  accurate,QChkRepSti,STI reports for all 3 months: not complete / accurate
1664,362,Microgynon,SplyFpEthLev,Ethinylestradiol and levonorgestrel hormonal oral contraceptive
1665,362,Levonorgestrel (oral),SplyFpLev,Levonorgestrel
1666,362,Intrauterine device (Copper T),SplyFpIud,Copper intrauterine device
1667,209,implant,SplyAttPresImplt,Implant  sub-dermal or intrauterine
1668,362,Etonorgestrel (Implanon NXT),SplyFpEtono,Etonogestrel hormonal contraceptive Implanon NXT
1669,362,Etonorgestrel (Implanon),SplyFpImplnon,Levonorgestrel Implanon classic
1671,362,Levonorgestrel (Jadelle),SplyFpJadelle,Levonorgestrel implant (Jadelle)
1672,187,17,Ver17,Reporting form version 17 (stock report modification from Q1 2016)
1673,1137,Scheduled distribution from warehouse,SplyActDr,Scheduled distribution from warehouse to service delivery sites
