3 MONTHS REVIEW HIV,3,HIV,HIV
CBMNH # OF WOMEN WHO DELIVERED AT HOME WHO RECEIVED POSTNATAL HOME VISIT WITHIN 24 HRS OF DELIVERY BY A HSA,CBMNH,CBMNH,NULL
CBMNH # OF WOMEN WHO DIED DURING DELIVERY AND WITHIN 8 DAYS OF DELIVERY,CBMNH,CBMNH,NULL
CBMNH # OF WOMEN WHO DIED DURING PREGNANCY,CBMNH,CBMNH,NULL
CBMNH # OF WOMEN WHO RECEIVE AT LEAST 1 POSTNATAL HOME VISIT BY AN HSA WITHIN 3 DAYS OF DELIVERY,CBMNH,CBMNH,NULL
CBMNH # OF WOMEN WHO RECEIVE AT LEAST 2 POSTNATAL HOME VISITS BY AN HSA WITHIN 8 DAYS OF DELIVERY,CBMNH,CBMNH,NULL
CC 1 YEAR FOLLOW UP <30,CC,CC,NULL
CC 1 YEAR FOLLOW UP 30 45,CC,CC,NULL
CC 1 YEAR FOLLOW UP >45,CC,CC,NULL
CC 1 YEAR FOLLOW UP HIV,CC,CC,HIV
CC 1 YEAR FOLLOW UP HIV+,CC,CC,HIV
CC 1 YEAR FOLLOW UP UNKNOWN,CC,CC,NULL
CC 1 YEAR FOLLOW UP VIA <30,CC,CC,NULL
CC 1 YEAR FOLLOW UP VIA + <30,CC,CC,NULL
CC 1 YEAR FOLLOW UP VIA 30 45,CC,CC,NULL
CC 1 YEAR FOLLOW UP VIA +30 45,CC,CC,NULL
CC 1 YEAR FOLLOW UP VIA >45,CC,CC,NULL
CC 1 YEAR FOLLOW UP VIA + >45,CC,CC,NULL
CC 1 YEAR FOLLOW UP VIA HIV,CC,CC,HIV
CC 1 YEAR FOLLOW UP VIA HIV+,CC,CC,HIV
CC 1 YEAR FOLLOW UP VIA + HIV,CC,CC,HIV
CC 1 YEAR FOLLOW UP VIA + HIV+,CC,CC,HIV
CC 1 YEAR FOLLOW UP VIA UNKNOWN,CC,CC,NULL
CC 1 YEAR FOLLOW UP VIA + UNKNOWN,CC,CC,NULL
CC 3 MONTHS REVIEW <30,CC,CC,NULL
CC 3 MONTHS REVIEW 30 45,CC,CC,NULL
CC 3 MONTHS REVIEW >45,CC,CC,NULL
CC 3 MONTHS REVIEW HIV,CC,CC,HIV
CC 3 MONTHS REVIEW HIV+,CC,CC,HIV
CC 3 MONTHS REVIEW UNKNOWN,CC,CC,NULL
CC IMMEDIATE CRYO DONE <30,CC,CC,NULL
CC IMMEDIATE CRYO DONE 30 45,CC,CC,NULL
CC IMMEDIATE CRYO DONE >45,CC,CC,NULL
CC IMMEDIATE CRYO DONE HIV,CC,CC,HIV
CC IMMEDIATE CRYO DONE HIV+,CC,CC,HIV
CC IMMEDIATE CRYO DONE UNKNOWN,CC,CC,NULL
CC INITIAL VIA+ <30,CC,CC,NULL
CC INITIAL VIA 30 45,CC,CC,NULL
CC INITIAL VIA 30 45,CC,CC,NULL
CC INITIAL VIA+ 30 45,CC,CC,NULL
CC INITIAL VIA >45,CC,CC,NULL
CC INITIAL VIA >45,CC,CC,NULL
CC INITIAL VIA+ >45,CC,CC,NULL
CC INITIAL VIA HIV,CC,CC,HIV
CC INITIAL VIA HIV +,CC,CC,HIV
CC INITIAL VIA HIV,CC,CC,HIV
CC INITIAL VIA HIV +,CC,CC,HIV
CC INITIAL VIA+ HIV,CC,CC,HIV
CC INITIAL VIA+ HIV +,CC,CC,HIV
CC INITIAL VIA HIV <30,CC,CC,HIV
CC INITIAL VIA HIV <30,CC,CC,HIV
CC INITIAL VIA HIV UNKNOWN,CC,CC,HIV
CC INITIAL VIA UNKNOWN,CC,CC,NULL
CC INITIAL VIA+ UNKNOWN,CC,CC,NULL
CC POSTPONED CRYO <30,CC,CC,NULL
CC POSTPONED CRYO 30 45,CC,CC,NULL
CC POSTPONED CRYO >45,CC,CC,NULL
CC POSTPONED CRYO DONE <30,CC,CC,NULL
CC POSTPONED CRYO DONE 30 45,CC,CC,NULL
CC POSTPONED CRYO DONE >45,CC,CC,NULL
CC POSTPONED CRYO DONE HIV,CC,CC,HIV
CC POSTPONED CRYO DONE HIV+,CC,CC,HIV
CC POSTPONED CRYO DONE UNKNOWN,CC,CC,NULL
CC POSTPONED CRYO HIV,CC,CC,HIV
CC POSTPONED CRYO HIV+,CC,CC,HIV
CC POSTPONED CRYO NOT DONE <30,CC,CC,NULL
CC POSTPONED CRYO NOT DONE 30 45,CC,CC,NULL
CC POSTPONED CRYO NOT DONE >45,CC,CC,NULL
CC POSTPONED CRYO NOT DONE HIV,CC,CC,HIV
CC POSTPONED CRYO NOT DONE HIV+,CC,CC,HIV
CC POSTPONED CRYO NOT DONE UNKNOWN,CC,CC,NULL
CC POSTPONED CRYO UNKNOWN,CC,CC,NULL
CC PROBLEM VISIT <30,CC,CC,NULL
CC PROBLEM VISIT 30 45,CC,CC,NULL
CC PROBLEM VISIT >45,CC,CC,NULL
CC PROBLEM VISIT HIV,CC,CC,HIV
CC PROBLEM VISIT HIV+,CC,CC,HIV
CC PROBLEM VISIT UNKNOWN,CC,CC,NULL
CC REFERRAL >45,CC,CC,NULL
CC REFERRAL LARGE LESION <30,CC,CC,NULL
CC REFERRAL LARGE LESION 30 45,CC,CC,NULL
CC REFERRAL LARGE LESION >45,CC,CC,NULL
CC REFERRAL LARGE LESION HIV,CC,CC,HIV
CC REFERRAL LARGE LESION HIV+,CC,CC,HIV
CC REFERRAL LARGE LESION UNKNOWN,CC,CC,NULL
CC REFERRAL OTHER GYN <30,CC,CC,NULL
CC REFERRAL OTHER GYN 30 45,CC,CC,NULL
CC REFERRAL OTHER GYN >45,CC,CC,NULL
CC REFERRAL OTHER GYN HIV,CC,CC,HIV
CC REFERRAL OTHER GYN HIV+,CC,CC,HIV
CC REFERRAL OTHER GYN UNKNOWN,CC,CC,NULL
CC REFERRAL SUSPECT CANCER <30,CC,CC,NULL
CC REFERRAL SUSPECT CANCER 30 45,CC,CC,NULL
CC REFERRAL SUSPECT CANCER >45,CC,CC,NULL
CC REFERRAL SUSPECT CANCER HIV,CC,CC,HIV
CC REFERRAL SUSPECT CANCER HIV+,CC,CC,HIV
CC REFERRAL SUSPECT CANCER UNKNOWN,CC,CC,NULL
CHICKEN POX ADMISSION,CHICKEN,NULL,NULL
CHICKEN POX INPATIENT DEATH,CHICKEN,NULL,NULL
CHICKEN POX NEW,CHICKEN,NULL,NULL
CHOLERA ADMISSION,CHOLERA,NULL,NULL
CHOLERA UNDER 5 YEARS ADMISSION,CHOLERA,NULL,NULL
CHOLERA UNDER 5 YEARS INPATIENT DEATH,CHOLERA,NULL,NULL
CHOLERA UNDER 5 YEARS NEW,CHOLERA,NULL,NULL
CHRONIC PSYCHIATRIC DISORDER ADMISSION,CHRONIC,NULL,NULL
CHRONIC PSYCHIATRIC DISORDER INPATIENT DEATH,CHRONIC,NULL,NULL
CHRONIC PSYCHIATRIC DISORDER NEW,CHRONIC,NULL,NULL
CLINICAL OFFICERS IN POST,CLINICAL,NULL,NULL
COUNT  OF THOSE ASSESSED # WITH NORMAL NUTRITIONAL STATUS ANC PMTC,COUNT,SS,NULL
COUNT  OF THOSE ASSESSED # WITH NORMAL NUTRITIONAL STATUS OPD,COUNT,SS,NULL
COUNT  OF THOSE ASSESSED # WITH NORMAL NUTRITIONAL STATUS OTHER,COUNT,SS,NULL
COUNT  OF THOSE ASSESSED # WITH NORMAL NUTRITIONAL STATUS PRE ART ART,COUNT,SS,NULL
COUNT  OF THOSE ASSESSED # WITH NORMAL NUTRITIONAL STATUS TB,COUNT,SS,NULL
COMM NURSES IN POSTS,COMM,NULL,NULL
CS AIR WAY BREATHING,CS,CS,NULL
CSB++ DELIVERIES RECEIVED IN THE MONTH,CSB++,CSB,NULL
CSB LIKUNI PHALA DELIVERIES RECEIVED IN THE MONTH,CSB,CSB,NULL
CSB LIKUNI PHALA PACKAGING AND UNIT,CSB,CSB,NULL
CSB LIKUNI PHALA QUANTITY DISTRIBUTED TO BENEFICIARIES,CSB,CSB,NULL
CSB LIKUNI PHALA QUANTITY LOST,CSB,CSB,NULL
CSB LIKUNI PHALA QUANTITY USED FOR COOKING DEMONSTRATION,CSB,CSB,NULL
CSB LIKUNI PHALA REQUEST FOR THE FOLLOWING MONTH,CSB,CSB,NULL
CSB LIKUNI PHALA STOCK ON THE FIRST DAY OF THE MONTH,CSB,CSB,NULL
CSB LIKUNI PHALA STOCK ON THE LAST DAY OF THE MONTH,CSB,CSB,NULL
CSB++ PACKAGING AND UNITS,CSB++,CSB,NULL
CSB++ QUANTITY DISTRIBUTED TO BENEFICIARIES,CSB++,CSB,NULL
CSB++ QUANTITY LOST,CSB++,CSB,NULL
CSB++ QUANTITY USED FOR COOKING DEMONSTRATION,CSB++,CSB,NULL
CSB++ REQUEST FOR THE FOLLOWING MONTH,CSB++,CSB,NULL
CSB++ STOCK ON THE FIRST DAY OF THE MONTH,CSB++,CSB,NULL
CSB++ STOCK ON THE LAST DAY OF THE MONTH,CSB++,CSB,NULL
CS COMA,CS,CS,NULL
CS CONVULSIONS,CS,CS,NULL
CS DIARRHOEA,CS,CS,NULL
CS DIARRHOEA ADMISSIONS,CS,CS,NULL
CS MALARIA,CS,CS,NULL
CS MALARIA ADMISSIONS,CS,CS,NULL
CS MALNUTRITION,CS,CS,NULL
CS MALNUTRITION ADMISSIONS,CS,CS,NULL
CS MENINGITIS,CS,CS,NULL
CS MENINGITIS ADMISSIONS,CS,CS,NULL
CS NEONATAL SEPSIS ADMISSIONS,CS,CS,NULL
CS N SEPSIS,CS,CS,NULL
CS OTHERS,CS,CS,NULL
CS OTHERS ADMISSIONS,CS,CS,NULL
CS PNEUMONIA,CS,CS,NULL
CS PNEUMONIA ADMISSIONS,CS,CS,NULL
CS PROPORTION OF DEATHS WITHIN 24 HOURS,CS,CS,NULL
CS SEVERE DEHYDRATION,CS,CS,NULL
CS SHOCK,CS,CS,NULL
CUMULATIVE ACTUAL EXPENDITURE PER SUB PROGRAMME TO DATE,CUMULATIVE,NULL,NULL
CUMULATIVE DRUG BUDGET,CUMULATIVE,NULL,NULL
CUMULATIVE DRUG EXPENDITURE,CUMULATIVE,NULL,NULL
DELIVERY BY TRAINED TBA,DELIVERY,NULL,NULL
DENTAL DECAY ADMISSION,DENTAL,DENTAL,NULL
DENTAL DECAY INPATIENT DEATH,DENTAL,DENTAL,NULL
DENTAL DECAY NEW,DENTAL,DENTAL,NULL
DENTAL SURGEON,DENTAL,DENTAL,NULL
DERMATOLOGIST,DERMATOLOGIST,NULL,NULL
DIABETES DISTRICT HOSPITAL,DIABETES,DIABETES,NULL
DIABETES DISTRICT HOSPITAL,DIABETES,DIABETES,NULL
DIABETES FLIPCHART,DIABETES,DIABETES,NULL
DIABETES HEALTH CENTRE,DIABETES,DIABETES,NULL
DIABETES HEALTH CENTRE,DIABETES,DIABETES,NULL
DIABETES HEALTH POST,DIABETES,DIABETES,NULL
DIABETES HEALTH POST,DIABETES,DIABETES,NULL
DIABETES NONE,DIABETES,DIABETES,NULL
DIABETES # OF COMMUNITY MEETINGS COMMEMORATION DAYS,DIABETES,DIABETES,NULL
DIABETES # OF FILM SHOWS,DIABETES,DIABETES,NULL
DIABETES # OF INTERACTIVE DRAMA SESSIONS,DIABETES,DIABETES,NULL
DIABETES # OF ROAD SHOWS,DIABETES,DIABETES,NULL
DIABETES OTHER,DIABETES,DIABETES,NULL
DIABETES OTHER,DIABETES,DIABETES,NULL
DIABETES POSTERS,DIABETES,DIABETES,NULL
DIABETES RURAL COMM HOSP,DIABETES,DIABETES,NULL
DIABETES RURAL COMM HOSP,DIABETES,DIABETES,NULL
DIABETES TOTAL PROVIDED IN THIS QUARTER,DIABETES,DIABETES,NULL
DIABETES TOTAL PROVIDED IN THIS QUARTER,DIABETES,DIABETES,NULL
DIABETES TV DVDS,DIABETES,DIABETES,NULL
DIARRHOEA DISEASES  NON BLOODY  ADMISSION,DIARRHOEA,NULL,NULL
DIARRHOEA DISEASES  NON BLOODY  INPATIENT DEATH,DIARRHOEA,NULL,NULL
DIARRHOEA DISEASES  NON BLOODY  UNDER 5 YEARS ADMISSION,DIARRHOEA,NULL,NULL
DIARRHOEA NON BLOODY 5 YEARS AND OLDER NEW,DIARRHOEA,NULL,NULL
DIPHTHERIA ADMISSION,DIPHTHERIA,NULL,NULL
DIPHTHERIA INPATIENT DEATH,DIPHTHERIA,NULL,NULL
DIPHTHERIA NEW,DIPHTHERIA,NULL,NULL
DISABILITY AND MENTAL ILLNESS DISTRICT HOSPITAL,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESSES DISTRICT HOSPITAL,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESSES FLIPCHART,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESSES HEALTH CENTRE,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESSES HEALTH POST,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESSES LEAFLETS,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESSES NONE,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESSES # OF COMMUNITY MEETINGS COMMEMORATION DAYS,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESSES # OF FILM SHOWS,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESSES # OF INTERACTIVE DRAMA SESSIONS,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESSES # OF ROAD SHOWS,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESSES OTHER,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESSES POSTERS,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESSES RURAL COMM HOSP,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESSES TOTAL PROVIDED IN THIS QUARTER,DISABILITY,TOTAL,NULL
DISABILITY AND MENTAL ILLNESSES TV DVDS,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESS HEALTH CENTRE,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESS HEALTH POST,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESS OTHER,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESS RURAL COMM HOSP,DISABILITY,NULL,NULL
DISABILITY AND MENTAL ILLNESS TOTAL# PROVIDED IN THIS QUARTER,DISABILITY,TOTAL,NULL
DOCTORS IN POSTS,DOCTORS,NULL,NULL
D  OF THOSE ASSESSED # WITH OVERWEIGHT OBESE ANC PMTC,D,NULL,NULL
D  OF THOSE ASSESSED # WITH OVERWEIGHT OBESE OPD,D,NULL,NULL
D  OF THOSE ASSESSED # WITH OVERWEIGHT OBESE OTHER,D,NULL,NULL
D  OF THOSE ASSESSED # WITH OVERWEIGHT OBESE PRE ART ART,D,NULL,NULL
D  OF THOSE ASSESSED # WITH OVERWEIGHT OBESE TB,D,NULL,NULL
DT ABSCESS,DT,DT,NULL
DT BURKITTS LYMPHOMA,DT,DT,NULL
DT CANCRUM ORIS NOMA,DT,DT,NULL
DT CELLULITIS,DT,DT,NULL
DT CLEFT PALATE & LIP,DT,DT,NULL
DT CROWNS AND BRIDGES,DT,DT,NULL
DT GINGIVAL EPULIS,DT,DT,NULL
DT LUDWIGS ANGINA,DT,DT,NULL
DT NUMBER OF DENTAL CARIES CASES,DT,DT,NULL
DT NUMBER OF PERIODONTAL CASES,DT,DT,NULL
DT NUMBER OF TOOTH EXTRACTIONS,DT,DT,NULL
DT NUMBER OF TOOTH FEELINGS,DT,DT,NULL
DT ORTHODONTICS,DT,DT,NULL
DT OTHER DENTAL CONDITIONS,DT,DT,NULL
DT PAROTITIS,DT,DT,NULL
DT PATIENTS REFERRED IN,DT,DT,NULL
DT PATIENTS REFERRED OUT,DT,DT,NULL
DT SCALING POLISHING,DT,DT,NULL
DT TB ADENITIS,DT,DT,NULL
DT TONSILITIS,DT,DT,NULL
DT TOTAL NUMBER OF PATIENTS ADMITTED,DT,DT,NULL
DT TOTAL NUMBER OF PATIENTS SEEN,DT,DT,NULL
DT TRAUMA CASES AVULSION,DT,DT,NULL
DT TRAUMA CASES HARD TISSUE,DT,DT,NULL
DT TRAUMA CASES MAXILLA,DT,DT,NULL
DT TRAUMA CASES SOFT TISSUE,DT,DT,NULL
DT TRAUMA CASES TEETH,DT,DT,NULL
DYSENTERY ADMISSION,DYSENTERY,NULL,NULL
DYSENTERY UNDER 5 YEARS ADMISSION,DYSENTERY,NULL,NULL
DYSENTERY UNDER 5 YEARS INPATIENT DEATH,DYSENTERY,NULL,NULL
EAR INFECTION ADMISSION,EAR,NULL,NULL
EAR INFECTION INPATIENT DEATH,EAR,NULL,NULL
EBOLA ADMISSION,EBOLA,NULL,NULL
EBOLA INPATIENT DEATH,EBOLA,NULL,NULL
EC CONFIRMED INFECTED,EC,EC,NULL
EC CONFIRMED UNINFECTED,EC,EC,NULL
EC CONTINUE FOLLOW UP,EC,EC,NULL
EC DEFAULTED,EC,EC,NULL
EC DIED,EC,EC,NULL
EC DISCHARGED UNINFECTED,EC,EC,NULL
EC NOT CONFIRMED PSHD ÀART,EC,EC,NULL
EC NOT CONF NOT ELIGIBLE FOR ART,EC,EC,NULL
EC NOT ON CPT,EC,EC,NULL
EC ON CPT,EC,EC,NULL
EC STARTED ART,EC,EC,NULL
EC TOTAL REGISTERED IN BIRTH COHORT,EC,EC,NULL
EC TRANSFERRED OUT,EC,EC,NULL
EH AIR POLLUTION HOUSEHOLDS WITH SATISFACTORY MEASURES,EH,EH,NULL
EH AIR POLLUTION NUMBER OF HOUSEHOLDS,EH,EH,NULL
EH ATTACK RATE,EH,EH,NULL
EH BOREHOLES IN DISTRICT,EH,EH,NULL
EH BOREHOLES TESTED FOR FAECO CONTAMINATION,EH,EH,NULL
EH BOREHOLES TESTED NEGATIVE,EH,EH,NULL
EH CASE FATALITY RATE,EH,EH,NULL
EH CASES IN OUTBREAK,EH,EH,NULL
EH DEATHS,EH,EH,NULL
EH DISASTERS OCCURRED,EH,EH,NULL
EH DISASTERS RESPONDED TIMELY,EH,EH,NULL
EH ENVIRONMENTAL HEALTH HAZARD,EH,EH,NULL
EH ENVIRONMENTAL HEALTH HAZARD ASSESSED,EH,EH,NULL
EH FOOD BORNE DISEASE OUTBREAK AND CONDITIONS,EH,EH,NULL
EH FOOD BORNE DISEASE OUTBREAK AND CONDITIONS INVESTIGATED,EH,EH,NULL
EH FOOD CONDEMNED,EH,EH,NULL
EH FOOD ESTABLISHMENT COMPLYING MEDICAL EXAMINATION REQUIREMENTS,EH,EH,NULL
EH FOOD HANDLERS IN DISTRICT,EH,EH,NULL
EH FOOD HANDLERS ROUTINE MEDICAL EXAMINATION,EH,EH,NULL
EH FOOD HANDLERS SATISFYING MEDICAL FITNESS,EH,EH,NULL
EH FOOD INSPECTED,EH,EH,NULL
EH FORMAL FOOD ESTABLISHMENTS IN DISTRICT,EH,EH,NULL
EH FORMAL FOOD ESTABLISHMENTS INSPECTED,EH,EH,NULL
EH FORMAL FOOD ESTABLISHMENTS SATISFACTORY,EH,EH,NULL
EH FUNCTIONAL COORDINATION COMMITTEES,EH,EH,NULL
EH HCWM CHAM FACILITIES,EH,EH,NULL
EH HCWM CHAM FACILITIES COMPLYING,EH,EH,NULL
EH HCWM HEALTH FACILITIES,EH,EH,NULL
EH HCWM HEALTH FACILITIES COMPLYING,EH,EH,NULL
EH HCWM MOH FACILITIES,EH,EH,NULL
EH HCWM MOH FACILITIES COMPLYING,EH,EH,NULL
EH HCWM PRIVATE FACILITIES,EH,EH,NULL
EH HCWM PRIVATE FACILITIES COMPLYING,EH,EH,NULL
EH HEALTH AUDIT PROJECTS ASSESSED,EH,EH,NULL
EH HEALTH AUDIT PROJECTS PASSED,EH,EH,NULL
EH HEALTH AUDIT PROJECTS UNDERWAY,EH,EH,NULL
EH HEALTH FACILITIES IN DISTRICT,EH,EH,NULL
EH HEALTH FACILITIES WITH ADEQUATE SANITORY FACILITIES,EH,EH,NULL
EH HIA PROJECTS ASSESSED,EH,EH,NULL
EH HIA PROJECTS PASSED,EH,EH,NULL
EH HIA PROJECTS PROPOSED,EH,EH,NULL
EH HIA PROJECTS PROPOSED OR UNDERWAY,EH,EH,NULL
EH HOUSEHOLD SAMPLES TESTED COLIFORM NEGATIVE,EH,EH,NULL
EH HOUSEHOLD SAMPLES TESTED FOR COLIFORMS,EH,EH,NULL
EH HOUSEHOLD SAMPLES WITH RESIDUAL CHLORINE,EH,EH,NULL
EH HOUSEHOLDS IN DISTRICT,EH,EH,NULL
EH HOUSEHOLDS OWNING AND USING IMPROVED SANITORY FACILITIES,EH,EH,NULL
EH HOUSEHOLDS SAMPLED,EH,EH,NULL
EH HOUSEHOLDS WITH FUNCTIONING HANDWASHING FACILITIES WITH SOAP,EH,EH,NULL
EH KIOSKS IN DISTRICT,EH,EH,NULL
EH KIOSKS SHOWED PRESENCE OF CHLORINE,EH,EH,NULL
EH KIOSKS TESTED FOR FAECO CONTAMINATION,EH,EH,NULL
EH KIOSKS TESTED FOR RESIDIAL FREE CHLORINE,EH,EH,NULL
EH KIOSKS TESTED NEGATIVE,EH,EH,NULL
EH MARKETS IN DISTRICT,EH,EH,NULL
EH MARKETS WITH SANITORY FACILITIES,EH,EH,NULL
EH NEW SETTLEMENTS,EH,EH,NULL
EH NEW SETTLEMENTS ASSESSED,EH,EH,NULL
EH NEW SETTLEMENTS COMPLYING H&S GUIDELINES,EH,EH,NULL
EH ODF VILLAGES DIVERSIFYING SANITORY TECHNOLOGY,EH,EH,NULL
EH OUTBREAKS OCCURRED,EH,EH,NULL
EH OUTBREAKS RESPONDED TIMELY AND PROMPTLY,EH,EH,NULL
EH PORTS IMPLEMENTING ALL CORE CAPACITIES,EH,EH,NULL
EH PORTS IN DISTRICT,EH,EH,NULL
EH PROPER WASTED MANAGEMENT INDUSTRIES,EH,EH,NULL
EH PROTECTED SHALLOW WELLS,EH,EH,NULL
EH PROTECTED SHALLOW WELLS TESTED,EH,EH,NULL
EH PROTECTED SHALLOW WELLS TESTED NEGATIVE,EH,EH,NULL
EH PROTECTED SPRINGS,EH,EH,NULL
EH PROTECTED SPRINGS TESTED,EH,EH,NULL
EH PROTECTED SPRINGS TESTED NEGATIVE,EH,EH,NULL
EH SATISFACTORY WORKPLACES,EH,EH,NULL
"EHS  WASHE ",EHS,NULL,NULL
EH VILLAGES DECLARED FOR ODF,EH,EH,NULL
EH VILLAGES IMPLEMENTING SUSTAINABLE VECTOR CONTROL INTERVENTIONS,EH,EH,NULL
EH VILLAGES IN DISTRICT,EH,EH,NULL
EH VILLAGES LOST ODF STATUS,EH,EH,NULL
EH VILLAGES TRIGGERED FOR LATRINE CONSTRUCTION,EH,EH,NULL
EH WASTED MANAGEMENT INDUSTRIES INSPECTED,EH,EH,NULL
EH WASTE MANAGEMENT IMPROVED INDUSTRIES,EH,EH,NULL
EH WORKPLACES IN DISTRICT,EH,EH,NULL
EH WORKPLACES INSPECTED,EH,EH,NULL
EH ZOONOTIC CASE FATALITY RATE,EH,EH,NULL
EH ZOONOTIC CASES,EH,EH,NULL
EH ZOONOTIC DEATHS,EH,EH,NULL
EH ZOONOTIC INCIDENCE,EH,EH,NULL
ENROLLED MIDWIFE IN POST,ENROLLED,NULL,NULL
ENVIRONMENTAL HEALTH OFFICERS IN POST,ENVIRONMENTAL,NULL,NULL
EPI 12 59 MONTHS MONTHLY TARGET OUTREACH,EPI,EPI,NULL
EPI 12 59 MONTHS MONTHLY TARGET STATIC,EPI,EPI,NULL
EPI 12 59 MONTHS NUMBER OF SUPPLEMENTED OUTREACH,EPI,EPI,NULL
EPI 12 59 MONTHS NUMBER OF SUPPLEMENTED STATIC,EPI,EPI,NULL
EPI 6 11 MONTHS MONTHLY TARGET OUTREACH,EPI,EPI,NULL
EPI 6 11 MONTHS MONTHLY TARGET STATIC,EPI,EPI,NULL
EPI 6 11 MONTHS NUMBER OF SUPPLEMENTED OUTREACH,EPI,EPI,NULL
EPI 6 11 MONTHS NUMBER OF SUPPLEMENTED STATIC,EPI,EPI,NULL
EPI ACUTE FLACCID PARALYSIS  AFP  NUMBER OF CASES,EPI,EPI,NULL
EPI ACUTE FLACCID PARALYSIS  AFP  NUMBER OF CASES INVESTIGATED,EPI,EPI,NULL
EPI AGE OVER 1 FULLY IMMUNIZED CHILDREN O REACH,EPI,EPI,NULL
EPI AGE OVER 1 FULLY IMMUNIZED CHILDREN STATIC,EPI,EPI,NULL
EPI AGE OVER 1 MEASLES O REACH,EPI,EPI,NULL
EPI AGE OVER 1 MEASLES STATIC,EPI,EPI,NULL
EPI AGE OVER 1 MONTHLY TARGET BCG OPV,EPI,EPI,NULL
EPI AGE OVER 1 MONTHLY TARGET DPT HEPB HIB1 DPT HEPB HIB2 DPT HEPB HIB3,EPI,EPI,NULL
EPI AGE OVER 1 MONTHLY TARGET FULLY IMMUNIZED CHILDREN,EPI,EPI,NULL
EPI AGE OVER 1 MONTHLY TARGET MEASLES,EPI,EPI,NULL
EPI AGE OVER 1 MONTHLY TARGET OPV1 OPV2 OPV3,EPI,EPI,NULL
EPI AGE OVER 1 MONTHLY TARGET PCV1 PCV2 PCV3,EPI,EPI,NULL
EPI AGE OVER 1 MONTHLY TARGET PROTECTION AT BIRTH,EPI,EPI,NULL
EPI AGE OVER 1 MONTHLY TARGET ROTA,EPI,EPI,NULL
EPI AGE OVER 1 PCV1 OUTREACH,EPI,EPI,NULL
EPI AGE OVER 1 PCV2 O REACH,EPI,EPI,NULL
EPI AGE OVER 1 PCV2 STATIC,EPI,EPI,NULL
EPI AGE OVER 1 PCV3 O REACH,EPI,EPI,NULL
EPI AGE OVER 1 PCV3 STATIC,EPI,EPI,NULL
EPI AGE OVER1 PROTECTION AT BIRTH O REACH,EPI,EPI,NULL
EPI AGE OVER1 PROTECTION AT BIRTH STATIC,EPI,EPI,NULL
EPI AGE OVER1 ROTA1 O REACH,EPI,EPI,NULL
EPI AGE OVER1 ROTA1 STATIC,EPI,EPI,NULL
EPI AGE OVER1 ROTA2 O REACH,EPI,EPI,NULL
EPI AGE OVER1 ROTA2 STATIC,EPI,EPI,NULL
EPI AGE OVER PCV1 STATIC,EPI,EPI,NULL
EPI AGE UNDER 1 FULLY IMMUNIZED CHILDREN O REACH,EPI,EPI,NULL
EPI AGE UNDER 1 FULLY IMMUNIZED CHILDREN STATIC,EPI,EPI,NULL
EPI AGE UNDER 1 MEASLES O REACH,EPI,EPI,NULL
EPI AGE UNDER 1 MEASLES STATIC,EPI,EPI,NULL
EPI AGE UNDER 1 MONTHLY TARGET BCG OPV,EPI,EPI,NULL
EPI AGE UNDER 1 MONTHLY TARGET DPT HEPB HIB1 DPT HEPB HIB2 DPT HEPB HIB3,EPI,EPI,NULL
EPI AGE UNDER 1 MONTHLY TARGET FULLY IMMUNIZED CHILDREN,EPI,EPI,NULL
EPI AGE UNDER 1 MONTHLY TARGET MEASLES,EPI,EPI,NULL
EPI AGE UNDER 1 MONTHLY TARGET OPV1 OPV2 OPV3,EPI,EPI,NULL
EPI AGE UNDER 1 MONTHLY TARGET PCV1 PCV2 PCV3,EPI,EPI,NULL
EPI AGE UNDER 1 MONTHLY TARGET PROTECTION AT BIRTH,EPI,EPI,NULL
EPI AGE UNDER 1 MONTHLY TARGET ROTA,EPI,EPI,NULL
EPI AGE UNDER 1 PCV1 O REACH,EPI,EPI,NULL
EPI AGE UNDER 1 PCV1 STATIC,EPI,EPI,NULL
EPI AGE UNDER 1 PCV2 O REACH,EPI,EPI,NULL
EPI AGE UNDER 1 PCV2 STATIC,EPI,EPI,NULL
EPI AGE UNDER 1 PCV3 O REACH,EPI,EPI,NULL
