Element Code,System,Label,Element,System Type ,Level ,HIV,Program Area,Kuunika Goal ,Potential Overlap (HIV),Overlap 
294,DHA-MIS,DHA,ART registration data quarter,Electronic,Central ,Y,ART,4,?,NULL
295,DHA-MIS,DHA,ART re-initiations,Electronic,Central ,Y,ART,4,?,NULL
296,DHA-MIS,DHA,ART side effects,Electronic,Central ,Y,ART,4,?,NULL
297,DHA-MIS,DHA,ART survival 12 months (children),Electronic,Central ,Y,ART,4,N,NULL
298,DHA-MIS,DHA,ART survival 24 months (all ages),Electronic,Central ,Y,ART,4,N,NULL
299,DHA-MIS,DHA,ART survival 36 months (all ages),Electronic,Central ,Y,ART,4,N,NULL
300,DHA-MIS,DHA,ART survival 36 months (Option B+),Electronic,Central ,Y,ART,4,N,NULL
301,DHA-MIS,DHA,ART survival 48 months (all ages),Electronic,Central ,Y,ART,4,N,NULL
302,DHA-MIS,DHA,ART survival 48 months (Option B+),Electronic,Central ,Y,ART,4,N,NULL
303,DHA-MIS,DHA,ART survival 60 months (all ages),Electronic,Central ,Y,ART,4,N,NULL
304,DHA-MIS,DHA,ART survival 72 months (all ages),Electronic,Central ,Y,ART,4,N,NULL
305,DHA-MIS,DHA,ART survival 84 months (all ages),Electronic,Central ,Y,ART,4,N,NULL
306,DHA-MIS,DHA,ART survival 96 months (all ages),Electronic,Central ,Y,ART,4,N,NULL
307,DHA-MIS,DHA,ART survival analysis,Electronic,Central ,Y,ART,4,N,NULL
308,DHA-MIS,DHA,ART survival analysis (data export),Electronic,Central ,Y,ART,4,N,NULL
309,DHA-MIS,DHA,ART transfers in,Electronic,Central ,Y,ART,4,Y,NULL
310,DHA-MIS,DHA,Artesunate,Electronic,Central ,Y,DRUG,14,Y,NULL
311,DHA-MIS,DHA,Artesunate / amodiaquine,Electronic,Central ,Y,ART,14,Y,NULL
312,DHA-MIS,DHA,ARTOutcAdh,Electronic,Central ,Y,ART,4,Y,NULL
313,DHA-MIS,DHA,ARTOutcSE,Electronic,Central ,Y,ART,4,?,NULL
314,DHA-MIS,DHA,ARV drug register complete,Electronic,Central ,Y,ART,148,N,NULL
315,DHA-MIS,DHA,ARV during labour,Electronic,Central ,Y,ART,46,Y,NULL
316,DHA-MIS,DHA,ARV during pregnancy,Electronic,Central ,Y,ART,46,Y,NULL
317,DHA-MIS,DHA,ARVs,Electronic,Central ,Y,ART,4,?,NULL
318,DHA-MIS,DHA,Asphyxia,Electronic,Central ,Y,ART,4,?,NULL
319,DHA-MIS,DHA,ATV / r,Electronic,Central ,Y,DRUG,14,Y,NULL
320,DHA-MIS,DHA,AVD,Electronic,Central ,Y,DRUG,14,Y,NULL
321,DHA-MIS,DHA,Azithromycin,Electronic,Central ,Y,DRUG,14,Y,NULL
322,DHA-MIS,DHA,AZT,Electronic,Central ,Y,DRUG,14,Y,NULL
323,DHA-MIS,DHA,AZT / 3TC,Electronic,Central ,Y,DRUG,14,Y,NULL
324,DHA-MIS,DHA,AZT / 3TC / NVP,Electronic,Central ,Y,DRUG,14,Y,NULL
325,DHA-MIS,DHA,AZT 0-3 weeks,Electronic,Central ,Y,DRUG,14,Y,NULL
326,DHA-MIS,DHA,AZT 4+ weeks,Electronic,Central ,Y,DRUG,14,Y,NULL
327,DHA-MIS,DHA,BA,Electronic,Central ,Y,?,4,?,NULL
328,DHA-MIS,DHA,Bad stock management at site,Electronic,Central ,Y,ART,148,Y,NULL
329,DHA-MIS,DHA,Balaka,Electronic,Central ,N,SYSATTR,NULL,Y,NULL
330,DHA-MIS,DHA,Baylor,Electronic,Central ,N,SYSATTR,NULL,Y,NULL
331,DHA-MIS,DHA,Before 5days,Electronic,Central ,Y,?,NULL,NULL,NULL
332,DHA-MIS,DHA,Below 24hrs,Electronic,Central ,Y,?,NULL,NULL,NULL
333,DHA-MIS,DHA,Benzathine Penicillin,Electronic,Central ,Y,DRUG,14,Y,NULL
334,DHA-MIS,DHA,BF not started within 60min,Electronic,Central ,Y,?,NULL,?,NULL
335,DHA-MIS,DHA,BF started within 60min,Electronic,Central ,Y,?,NULL,?,NULL
336,DHA-MIS,DHA,Blantyre,Electronic,Central ,N,SYSATTR,NULL,Y,NULL
337,DHA-MIS,DHA,BldHepB,Electronic,Central ,Y,ART,4,?,NULL
338,DHA-MIS,DHA,BldHepC,Electronic,Central ,Y,ART,4,?,NULL
339,DHA-MIS,DHA,BldHIV,Electronic,Central ,Y,ART,4,?,NULL
340,DHA-MIS,DHA,BldMal,Electronic,Central ,Y,ART,4,?,NULL
341,DHA-MIS,DHA,BldSumOutc,Electronic,Central ,Y,ART,4,?,NULL
342,DHA-MIS,DHA,BldSyp,Electronic,Central ,Y,ART,4,?,NULL
343,DHA-MIS,DHA,BldXmatch,Electronic,Central ,Y,ART,4,?,NULL
344,DHA-MIS,DHA,Bleomycine,Electronic,Central ,Y,ART,4,?,NULL
345,DHA-MIS,DHA,blist packs,Electronic,Central ,Y,DRUG,14,Y,NULL
346,DHA-MIS,DHA,Blood Collection,NULL,NULL,NULL,NULL,NULL,NULL,NULL
347,DHA-MIS,DHA,Blood donor register,Electronic,Central ,Y,BS,4,?,NULL
348,DHA-MIS,DHA,Blood group typing (for units and patients),Electronic,Central ,Y,BS,4,?,NULL
349,DHA-MIS,DHA,Blood lancet,Electronic,Central ,Y,BS,4,?,NULL
350,DHA-MIS,DHA,Blood safety,Electronic,Central ,Y,BS,4,?,NULL
351,DHA-MIS,DHA,Blood safety - 1st month,Electronic,Central ,Y,BS,4,?,NULL
352,DHA-MIS,DHA,Blood safety - 2nd month,Electronic,Central ,Y,BS,4,?,NULL
353,DHA-MIS,DHA,Blood safety - 3rd month,Electronic,Central ,Y,BS,4,?,NULL
354,DHA-MIS,DHA,Blood safety report,Electronic,Central ,Y,BS,4,?,NULL
355,DHA-MIS,DHA,Blood safety report check sums,Electronic,Central ,Y,BS,4,?,NULL
356,DHA-MIS,DHA,Blood safety report version 1,Electronic,Central ,Y,BS,4,?,NULL
357,DHA-MIS,DHA,Blood Transfusion,Electronic,Central ,Y,BS,4,?,NULL
358,DHA-MIS,DHA,Blood units cross-matched (by source),Electronic,Central ,Y,BS,4,?,NULL
359,DHA-MIS,DHA,Blood units cross-matched by patient group,Electronic,Central ,Y,BS,4,?,NULL
360,DHA-MIS,DHA,books,Electronic,Central ,Y,OTHER,7,?,NULL
361,DHA-MIS,DHA,bottles,Electronic,Central ,Y,OTHER,7,?,NULL
362,DHA-MIS,DHA,boxes,Electronic,Central ,Y,OTHER,7,?,NULL
363,DHA-MIS,DHA,Breastfeeding initiated,Electronic,Central ,Y,PMTCT,6,Y,NULL
364,DHA-MIS,DHA,Breech,Electronic,Central ,Y,?,4,?,NULL
365,DHA-MIS,DHA,BU,Electronic,Central ,Y,?,4,?,NULL
366,DHA-MIS,DHA,bundles,Electronic,Central ,Y,?,4,?,NULL
367,DHA-MIS,DHA,Business,NULL,NULL,NULL,NULL,NULL,NULL,NULL
368,DHA-MIS,DHA,Caesarean section,Electronic,Central ,Y,PMTCT,6,Y,NULL
369,DHA-MIS,DHA,Calculated data elements,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370,DHA-MIS,DHA,Calculated indicators,NULL,NULL,NULL,NULL,NULL,NULL,NULL
371,DHA-MIS,DHA,Capillary tubes,Electronic,Central ,Y,?,4,?,NULL
372,DHA-MIS,DHA,"Category A: MO, CO, nurse/midwife, MA",Electronic,Central ,Y,OTHER,7,NULL,NULL
373,DHA-MIS,DHA,"Category B: PA, WA, HSA",Electronic,Central ,Y,OTHER,7,NULL,NULL
374,DHA-MIS,DHA,Category C: Other,Electronic,Central ,Y,ART,7,NULL,NULL
375,DHA-MIS,DHA,CD4 below threshold,Electronic,Central ,Y,ART,4,Y,NULL
376,DHA-MIS,DHA,CD4 counting,Electronic,Central ,Y,ART,4,?,NULL
377,DHA-MIS,DHA,CD4 unknown or >threshold,Electronic,Central ,Y,ART,4,Y,NULL
378,DHA-MIS,DHA,Ceftriaxone,Electronic,Central ,Y,DRUG,1,Y,NULL
379,DHA-MIS,DHA,Central East Zone,Electronic,Central ,N,SYSATTR,NULL,Y,NULL
380,DHA-MIS,DHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
381,DHA-MIS,DHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
382,DHA-MIS,DHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
383,DHA-MIS,DHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
384,DHA-MIS,DHA,Chase buffer,Electronic,Central ,Y,?,NULL,?,NULL
385,DHA-MIS,DHA,CHECK: Total babies,Electronic,Central ,Y,DQC,8,N,NULL
386,DHA-MIS,DHA,CHECK: Total clients age group,Electronic,Central ,Y,DQC,8,N,NULL
387,DHA-MIS,DHA,CHECK: Total HIV +,Electronic,Central ,Y,DQC,8,N,NULL
388,DHA-MIS,DHA,CHECK: Total HIV ascertainment,Electronic,Central ,Y,DQC,8,N,NULL
389,DHA-MIS,DHA,CHECK: Total potential donors (sum HepB testing),Electronic,Central ,Y,DQC,8,N,NULL
390,DHA-MIS,DHA,CHECK: Total potential donors (sum HepC testing),Electronic,Central ,Y,DQC,8,N,NULL
391,DHA-MIS,DHA,CHECK: Total potential donors (sum HIV testing),Electronic,Central ,Y,DQC,8,N,NULL
392,DHA-MIS,DHA,CHECK: Total potential donors (sum malaria tests),Electronic,Central ,Y,DQC,8,N,NULL
393,DHA-MIS,DHA,CHECK: Total potential donors (sum outcomes),Electronic,Central ,Y,DQC,8,N,NULL
394,DHA-MIS,DHA,CHECK: Total potential donors (sum Syp testing),Electronic,Central ,Y,DQC,8,N,NULL
395,DHA-MIS,DHA,CHECK: Total pre-op status,Electronic,Central ,Y,DQC,8,N,NULL
396,DHA-MIS,DHA,CHECK: Total STI clients (sum age),Electronic,Central ,Y,DQC,8,N,NULL
397,DHA-MIS,DHA,CHECK: Total STI clients (sum client type),Electronic,Central ,Y,DQC,8,N,NULL
398,DHA-MIS,DHA,CHECK: Total STI clients (sum diagnosis),Electronic,Central ,Y,DQC,8,N,NULL
399,DHA-MIS,DHA,CHECK: Total STI clients (sum ever treated),Electronic,Central ,Y,DQC,8,N,NULL
400,DHA-MIS,DHA,CHECK: Total STI clients (sum HIV status),Electronic,Central ,Y,DQC,8,N,NULL
401,DHA-MIS,DHA,CHECK: Total STI clients (sum sex),Electronic,Central ,Y,DQC,8,N,NULL
402,DHA-MIS,DHA,CHECK: Total tested (access type sum),Electronic,Central ,Y,DQC,8,N,NULL
403,DHA-MIS,DHA,CHECK: Total tested (age sum),Electronic,Central ,Y,DQC,8,N,NULL
404,DHA-MIS,DHA,CHECK: Total tested (last HIV test sum),Electronic,Central ,Y,DQC,8,N,NULL
405,DHA-MIS,DHA,CHECK: Total tested (partner present sum),Electronic,Central ,Y,DQC,8,N,NULL
406,DHA-MIS,DHA,CHECK: Total tested (result sum),Electronic,Central ,Y,DQC,8,N,NULL
407,DHA-MIS,DHA,CHECK: Total tested (sex sum),Electronic,Central ,Y,DQC,8,N,NULL
408,DHA-MIS,DHA,CHECK: Total tested (test sum),Electronic,Central ,Y,DQC,8,N,NULL
409,DHA-MIS,DHA,CHECK: Total VMMC 1st Visits,Electronic,Central ,Y,DQC,8,N,NULL
410,DHA-MIS,DHA,CHECK: Total VMMC 2nd visits,Electronic,Central ,Y,DQC,8,N,NULL
411,DHA-MIS,DHA,CHECK: Total VMMC location,Electronic,Central ,Y,DQC,8,N,NULL
412,DHA-MIS,DHA,CHECK: Total VMMC method,Electronic,Central ,Y,DQC,8,N,NULL
413,DHA-MIS,DHA,CHECK: Total VMMC severe AE,Electronic,Central ,Y,DQC,8,N,NULL
414,DHA-MIS,DHA,CHECK: Total women,Electronic,Central ,Y,DQC,8,N,NULL
415,DHA-MIS,DHA,CHECK: Total women HIV+,Electronic,Central ,Y,DQC,8,N,NULL
416,DHA-MIS,DHA,CHECK: Total women in cohort,Electronic,Central ,Y,DQC,8,N,NULL
417,DHA-MIS,DHA,CHECK: Women delivered here,Electronic,Central ,Y,DQC,8,N,NULL
418,DHA-MIS,DHA,Checked / unchecked data,Electronic,Central ,Y,DQC,8,N,NULL
419,DHA-MIS,DHA,Chief Lab Officer,Electronic,Central ,Y,OTHER,NULL,Y,NULL
420,DHA-MIS,DHA,Chikwawa,Electronic,Central ,N,SYSATTR,NULL,Y,NULL
421,DHA-MIS,DHA,Children 0-14 yrs,Electronic,Central ,Y,ART,4,?,NULL
422,DHA-MIS,DHA,Children 12 mths - 14 yrs (Age group B),Electronic,Central ,Y,ART,4,?,NULL
423,DHA-MIS,DHA,Children 2 - below 24 months,Electronic,Central ,Y,ART,4,?,NULL
424,DHA-MIS,DHA,Children 2-14 yrs,Electronic,Central ,Y,ART,4,?,NULL
425,DHA-MIS,DHA,Children 24 months - 14 years,Electronic,Central ,Y,ART,4,?,NULL
426,DHA-MIS,DHA,Children below 12 mths (Age group A),Electronic,Central ,Y,ART,4,?,NULL
427,DHA-MIS,DHA,Children below 24 mths,Electronic,Central ,Y,ART,4,?,NULL
428,DHA-MIS,DHA,Chiradzulu,Electronic,Central ,N,SYSATTR,NULL,Y,NULL
429,DHA-MIS,DHA,Chitipa,Electronic,Central ,N,SYSATTR,NULL,Y,NULL
430,DHA-MIS,DHA,CHN Community Health Nurse,Electronic,Central ,Y,OTHER,NULL,Y,NULL
431,DHA-MIS,DHA,Ciprofloxacin,Electronic,Central ,Y,DRUG,14,Y,NULL
432,DHA-MIS,DHA,Clerk (ART),Electronic,Central ,Y,ART,4,NULL,NULL
433,DHA-MIS,DHA,Clerk (Pharmacy),Electronic,Central ,Y,OTHER,NULL,Y,NULL
434,DHA-MIS,DHA,Client type,Electronic,Central ,Y,ART,4,?,NULL
435,DHA-MIS,DHA,Clients at health facility (static),Electronic,Central ,Y,ART,48,Y,NULL
436,DHA-MIS,DHA,Clients tested in the community,Electronic,Central ,Y,HTC,2,Y,NULL
437,DHA-MIS,DHA,Clinic quality checklist ver13,Electronic,Central ,Y,OTHER,8,?,NULL
438,DHA-MIS,DHA,Clinic quality checklist ver8.3,Electronic,Central ,Y,OTHER,8,?,NULL
439,DHA-MIS,DHA,Clinic quality checklist ver8.5,Electronic,Central ,Y,OTHER,8,?,NULL
440,DHA-MIS,DHA,Clinical staff,Electronic,Central ,Y,OTHER,NULL,Y,NULL
441,DHA-MIS,DHA,Clinician,Electronic,Central ,Y,OTHER,NULL,Y,NULL
442,DHA-MIS,DHA,Clinicians,Electronic,Central ,Y,OTHER,NULL,Y,NULL
443,DHA-MIS,DHA,Clinicians trained in STI,Electronic,Central ,Y,QUAL,4,?,NULL
444,DHA-MIS,DHA,Clinicians trained in STI that are practicing,Electronic,Central ,Y,QUAL,4,?,NULL
445,DHA-MIS,DHA,Clinicians(MA/CO/MO) at the facilty,Electronic,Central ,Y,OTHER,4,?,NULL
446,DHA-MIS,DHA,Clotrimazole,Electronic,Central ,Y,DRUG,4,Y,NULL
447,DHA-MIS,DHA,CMS priority,Electronic,Central ,Y,?,NULL,?,NULL
448,DHA-MIS,DHA,CMS regular,Electronic,Central ,Y,?,NULL,?,NULL
449,DHA-MIS,DHA,Codeine,Electronic,Central ,Y,DRUG,4,Y,NULL
450,DHA-MIS,DHA,Competent and professional,Electronic,Central ,Y,OTHER,8,N,NULL
451,DHA-MIS,DHA,Condoms female,Electronic,Central ,Y,PREV,NULL,Y,NULL
452,DHA-MIS,DHA,Condoms male,Electronic,Central ,Y,PREV,NULL,Y,NULL
453,DHA-MIS,DHA,Confirmatory inconclusive,Electronic,Central ,Y,HTC,2,?,NULL
454,DHA-MIS,DHA,Confirmatory positive,Electronic,Central ,Y,HTC,2,?,NULL
455,DHA-MIS,DHA,Confirmatory results (previous positive clients),Electronic,Central ,Y,HTC,2,?,NULL
456,DHA-MIS,DHA,Confirmed HIV infection,Electronic,Central ,Y,HTC,2,?,NULL
457,DHA-MIS,DHA,Confirmed infected patients (pre-ART),Electronic,Central ,Y,HTC,2,?,NULL
458,DHA-MIS,DHA,Confirmed order in pipeline,Electronic,Central ,Y,ART,3,?,NULL
459,DHA-MIS,DHA,Consent given,Electronic,Central ,Y,?,NULL,?,NULL
460,DHA-MIS,DHA,Contraindication,Electronic,Central ,Y,?,NULL,?,NULL
461,DHA-MIS,DHA,Correct amount of blood,Electronic,Central ,Y,QUAL,NULL,?,NULL
462,DHA-MIS,DHA,Correct amount of buffer,Electronic,Central ,Y,QUAL,1,Y,NULL
463,DHA-MIS,DHA,Correct incubation time Determine HIV,Electronic,Central ,Y,HTC,2,?,NULL
464,DHA-MIS,DHA,Correct incubation time for Uni-Gold HIV,Electronic,Central ,Y,HTC,2,?,NULL
465,DHA-MIS,DHA,Correct knowledge of testing algorithm,Electronic,Central ,Y,QUAL,8,N,NULL
466,DHA-MIS,DHA,Cotrimoxazole,Electronic,Central ,Y,DRUG,4,Y,NULL
467,DHA-MIS,DHA,Cotton wool available,Electronic,Central ,Y,QUAL,8,N,NULL
468,DHA-MIS,DHA,Counseled alone / Partner not present,Electronic,Central ,Y,HTC,2,?,NULL
469,DHA-MIS,DHA,Counseled with partner / partner present,Electronic,Central ,Y,HTC,2,?,NULL
470,DHA-MIS,DHA,Counseling session type / Partner present,Electronic,Central ,Y,HTC,2,?,NULL
471,DHA-MIS,DHA,"Counselling room clean, tidy",Electronic,Central ,Y,QUAL,2,?,NULL
472,DHA-MIS,DHA,Counsellor meeting conducted last quarter,Electronic,Central ,Y,QUAL,3,?,NULL
473,DHA-MIS,DHA,CPT register complete,Electronic,Central ,Y,?,NULL,?,NULL
474,DHA-MIS,DHA,Cross-matching report,Electronic,Central ,Y,DQA,8,N,NULL
475,DHA-MIS,DHA,Cryptococcal antigen,Electronic,Central ,Y,DRUG,4,Y,NULL
476,DHA-MIS,DHA,Cumulative,Electronic,Central ,Y,SYSATTR,NULL,N,NULL
477,DHA-MIS,DHA,Current HIV infection status known,Electronic,Central ,Y,HTC,2,Y,NULL
478,DHA-MIS,DHA,Current HIV infection status unknown,Electronic,Central ,Y,HTC,2,Y,NULL
479,DHA-MIS,DHA,Currently enough staff to test all ANC women,Electronic,Central ,Y,QUAL,6,Y,NULL
480,DHA-MIS,DHA,d4T / 3TC,Electronic,Central ,Y,DRUG,1,Y,NULL
481,DHA-MIS,DHA,d4T / 3TC / NVP,Electronic,Central ,Y,DRUG,1,Y,NULL
482,DHA-MIS,DHA,Daily Activity Register available,Electronic,Central ,Y,DQA,8,N,NULL
483,DHA-MIS,DHA,Daily Activity Register correctly filled,Electronic,Central ,Y,DQA,8,N,NULL
484,DHA-MIS,DHA,Data dimensions,Electronic,Central ,Y,SYSATTR,NULL,N,NULL
485,DHA-MIS,DHA,Data elements used in calc rules for distribution,Electronic,Central ,Y,SYSATTR,NULL,N,NULL
486,DHA-MIS,DHA,Data entry error,Electronic,Central ,Y,SYSATTR,NULL,N,NULL
487,DHA-MIS,DHA,Days from group counseling to ART initiation,Electronic,Central ,Y,ART,3,?,NULL
488,DHA-MIS,DHA,DBS cards for external QC available,Electronic,Central ,Y,DQA,8,N,NULL
489,DHA-MIS,DHA,"DBS kit (filter paper, lancet, etc.)",Electronic,Central ,Y,QUAL,NULL,?,NULL
490,DHA-MIS,DHA,ddI,Electronic,Central ,Y,DRUG,1,Y,NULL
491,DHA-MIS,DHA,Dedza,Electronic,Central ,Y,SYSATTR,NULL,Y,NULL
492,DHA-MIS,DHA,Defaulted,Electronic,Central ,Y,ART,4,Y,NULL
493,DHA-MIS,DHA,Delayed scheduled delivery,Electronic,Central ,Y,DRUG,1,Y,NULL
494,DHA-MIS,DHA,Delivery mode,Electronic,Central ,Y,DRUG,1,Y,NULL
495,DHA-MIS,DHA,Delivery place,Electronic,Central ,Y,DRUG,1,Y,NULL
496,DHA-MIS,DHA,Dep Forest,Electronic,Central ,Y,?,NULL,?,NULL
497,DHA-MIS,DHA,Depo-Provera,Electronic,Central ,Y,DRUG,6,Y,NULL
498,DHA-MIS,DHA,Determine HIV physical stock count,Electronic,Central ,Y,DQA,1,Y,NULL
499,DHA-MIS,DHA,Determine HIV stock card available,Electronic,Central ,Y,DQA,1,Y,NULL
500,DHA-MIS,DHA,Determine HIV stock card last entry date,Electronic,Central ,Y,DQA,1,Y,NULL
501,DHA-MIS,DHA,Determine HIV stock card last position,Electronic,Central ,Y,DQA,1,Y,NULL
502,DHA-MIS,DHA,Determine HIV1/2,Electronic,Central ,Y,HTC,2,?,NULL
503,DHA-MIS,DHA,Determine syphilis,Electronic,Central ,Y,ART,4,Y,NULL
504,DHA-MIS,DHA,Deviation from distribution list,Electronic,Central ,Y,?,NULL,?,NULL
505,DHA-MIS,DHA,Device,Electronic,Central ,Y,?,NULL,?,NULL
506,DHA-MIS,DHA,Diagnostics,Electronic,Central ,Y,?,NULL,?,NULL
507,DHA-MIS,DHA,Died,Electronic,Central ,Y,?,NULL,?,NULL
508,DHA-MIS,DHA,Diflucan - CM maintenance cases given Oral susp,Electronic,Central ,Y,?,NULL,?,NULL
509,DHA-MIS,DHA,Diflucan - CM maintenance cases given Tabs,Electronic,Central ,Y,?,NULL,?,NULL
510,DHA-MIS,DHA,Diflucan - CM new cases given Oral susp,Electronic,Central ,Y,?,NULL,?,NULL
511,DHA-MIS,DHA,Diflucan - CM new cases given Tabs,Electronic,Central ,Y,?,NULL,?,NULL
512,DHA-MIS,DHA,Diflucan - Est. # of patients needing Dif. Per qtr,Electronic,Central ,Y,?,NULL,?,NULL
513,DHA-MIS,DHA,Diflucan - OC new cases given Oral susp,Electronic,Central ,Y,?,NULL,?,NULL
514,DHA-MIS,DHA,Diflucan - OC new cases given Tabs,Electronic,Central ,Y,?,NULL,?,NULL
515,DHA-MIS,DHA,Diflucan register filled for each bottle dispensed,Electronic,Central ,Y,?,NULL,?,NULL
516,DHA-MIS,DHA,Dignitas,Electronic,Central ,Y,?,NULL,?,NULL
517,DHA-MIS,DHA,Dispensary,Electronic,Central ,Y,SYSATTR,NULL,N,NULL
518,DHA-MIS,DHA,Disposable gloves available,Electronic,Central ,Y,QUAL,NULL,N,NULL
519,DHA-MIS,DHA,Disposal,Electronic,Central ,Y,?,NULL,?,NULL
520,DHA-MIS,DHA,District hospital,Electronic,Central ,Y,SYSATTR,NULL,N,NULL
521,DHA-MIS,DHA,District level aggregate,Electronic,Central ,Y,SYSATTR,NULL,N,NULL
522,DHA-MIS,DHA,District PMTCT/ART Coordinator,Electronic,Central ,Y,OTHER,8,Y,NULL
523,DHA-MIS,DHA,Districts,Electronic,Central ,Y,SYSATTR,NULL,N,NULL
524,DHA-MIS,DHA,DNA-PCR results not (yet) received at facility,Electronic,Central ,Y,EID,6,Y,NULL
525,DHA-MIS,DHA,DNA-PCR results received at facility,Electronic,Central ,Y,EID,6,Y,NULL
526,DHA-MIS,DHA,DNA-PCR results received at site (2-4 wks after Q),Electronic,Central ,Y,EID,6,Y,NULL
527,DHA-MIS,DHA,DNA-PCR results received by guardian,Electronic,Central ,Y,EID,6,Y,NULL
528,DHA-MIS,DHA,DNA-PCR specimens collected,Electronic,Central ,Y,EID,6,Y,NULL
529,DHA-MIS,DHA,DNA-PCR specimens collected and results received,Electronic,Central ,Y,EID,6,Y,NULL
530,DHA-MIS,DHA,DNA-PCR specimens recorded in logbook,Electronic,Central ,Y,EID,6,Y,NULL
531,DHA-MIS,DHA,DNO District Nursing Officer,Electronic,Central ,Y,OTHER,8,Y,NULL
532,DHA-MIS,DHA,DOD,Electronic,Central ,Y,SYSATTR,NULL,Y,NULL
533,DHA-MIS,DHA,Donated,Electronic,Central ,Y,?,NULL,?,NULL
534,DHA-MIS,DHA,Door tags,Electronic,Central ,Y,NULL,4,NULL,NULL
535,DHA-MIS,DHA,Dowa,Electronic,Central ,Y,SYSATTR,NULL,Y,NULL
536,DHA-MIS,DHA,Doxycyclin,Electronic,Central ,Y,DRUG,4,Y,NULL
537,DHA-MIS,DHA,Doxycycline,Electronic,Central ,Y,DRUG,4,Y,NULL
538,DHA-MIS,DHA,E thambutol (E),Electronic,Central ,Y,DRUG,4,Y,NULL
539,DHA-MIS,DHA,each,Electronic,Central ,Y,?,NULL,?,NULL
540,DHA-MIS,DHA,Early Infant Diagnosis Specimen Report,Electronic,Central ,Y,PMTCT,6,NULL,NULL
541,DHA-MIS,DHA,EFV,Electronic,Central ,Y,DRUG,1,NULL,NULL
542,DHA-MIS,DHA,EGPAF,Electronic,Central ,Y,OTHER,NULL,NULL,NULL
543,DHA-MIS,DHA,EHO Environmental Health Officer,Electronic,Central ,Y,OTHER,NULL,NULL,NULL
544,DHA-MIS,DHA,EID DNA-PCR Logbook 1st month,Electronic,Central ,Y,PMTCT,6,NULL,NULL
545,DHA-MIS,DHA,EID DNA-PCR Logbook 2nd month,Electronic,Central ,Y,PMTCT,6,NULL,NULL
546,DHA-MIS,DHA,EID DNA-PCR Logbook 3rd month,Electronic,Central ,Y,PMTCT,6,NULL,NULL
547,DHA-MIS,DHA,EID DNA-PCR logbook report,Electronic,Central ,Y,PMTCT,6,NULL,NULL
548,DHA-MIS,DHA,EID DNA-PCR Logbook Report ver2,Electronic,Central ,Y,PMTCT,6,NULL,NULL
549,DHA-MIS,DHA,EID outcomes (out of results received at site),Electronic,Central ,Y,ART,6,NULL,NULL
550,DHA-MIS,DHA,ENM Enrolled Nurse Midwife,Electronic,Central ,Y,OTHER,7,NULL,NULL
551,DHA-MIS,DHA,Enough HIV tests reserved for pregnant women,Electronic,Central ,Y,PMTCT,67,NULL,NULL
552,DHA-MIS,DHA,EPTB within the last 24 months or current,Electronic,Central ,Y,?,NULL,NULL,NULL
553,DHA-MIS,DHA,Erythromycin,Electronic,Central ,Y,DRUG,1,NULL,NULL
554,DHA-MIS,DHA,Etonorgestrel (Implanon NXT),Electronic,Central ,Y,DRUG,1,NULL,NULL
555,DHA-MIS,DHA,Etonorgestrel (Implanon),Electronic,Central ,Y,DRUG,1,NULL,NULL
556,DHA-MIS,DHA,"Examination gloves, latex",Electronic,Central ,Y,OTHER,NULL,NULL,NULL
557,DHA-MIS,DHA,Exceeded 5A ceilings,Electronic,Central ,Y,?,NULL,NULL,NULL
558,DHA-MIS,DHA,Exp child - 1st month - Age 12m,Electronic,Central ,Y,PMTCT,6,NULL,NULL
559,DHA-MIS,DHA,Exp child - 1st month - Age 24m,Electronic,Central ,Y,PMTCT,6,NULL,NULL
560,DHA-MIS,DHA,Exp child - 1st month - Age 2m,Electronic,Central ,Y,PMTCT,6,NULL,NULL
561,DHA-MIS,DHA,Exp child - 2nd month - Age 12m,Electronic,Central ,Y,PMTCT,6,NULL,NULL
562,DHA-MIS,DHA,Exp child - 2nd month - Age 24m,Electronic,Central ,Y,PMTCT,6,NULL,NULL
563,DHA-MIS,DHA,Exp child - 2nd month - Age 2m,Electronic,Central ,Y,PMTCT,6,NULL,NULL
564,DHA-MIS,DHA,Exp child - 3rd month - Age 12m,Electronic,Central ,Y,PMTCT,6,NULL,NULL
565,DHA-MIS,DHA,Exp child - 3rd month - Age 24m,Electronic,Central ,Y,PMTCT,6,NULL,NULL
566,DHA-MIS,DHA,Exp child - 3rd month - Age 2m,Electronic,Central ,Y,PMTCT,6,NULL,NULL
567,DHA-MIS,DHA,Exposed child card (pink),Electronic,Central ,Y,OTHER,NULL,NULL,NULL
568,DHA-MIS,DHA,Exposed infants,Electronic,Central ,Y,PMTCT,6,NULL,NULL
569,DHA-MIS,DHA,Facility attributes,Electronic,Central ,Y,OTHER,NULL,NULL,NULL
570,DHA-MIS,DHA,Facility type,Electronic,Central ,Y,OTHER,NULL,NULL,NULL
571,DHA-MIS,DHA,Fam Planning,Electronic,Central ,Y,FP,NULL,NULL,NULL
