name,description
SHN No. of in-service education sessions conducted for health workers,
SHN No. of in-service education sessions conducted for teachers,
SHN No. of meetings conducted to review progress of SHN interventions at district & school level,
SHN No. of nurses providing SHN services,
SHN No. of providers with a reliable means of transport,
SHN No. of pupils counselled,
SHN No. of pupils received micronutrient supplementation (FS/Vit A),
SHN No. of pupils treated for common injuries at school,
SHN No. of pupils treated for minor ailments,
SHN No. of pupils who had breakfast before going to schools,
SHN No. of pupils with school meals,
SHN No. of research /surveys conducted,
SHN No. of schools in the district Nursery,
SHN No. of schools in the district Preschool,
SHN No. of schools in the district Primary,
SHN No. of schools in the district Secondary,
SHN No. of schools providing SHN services,
SHN No. of schools reporting in time,
SHN No. of schools supervised by the district teams in this month,
SHN No. of schools with functional first aid kit,
SHN No. of schools with functional SHN committes,
SHN No. of schools with hand washing facilities,
SHN No. of schools with proper toilets,
SHN No. of schools with safe grounds & buildings,
SHN No. of schools with safe water supplies,
SHN No. of schools with school gardens,
SHN No.of schools with teachers trained in SHN services,
SHN No.of schools with trained first aiders,
SHN No. of school with properly documented data,
SH No of care takers of TFC,
SH No of children - NRU,
SH No of children - OTP,
SH No of children - SFP,
SH No of outreach clinics,
SH No of pregnant/lactating women,
SH Oil,
SH Oil stockout within the month,
SH Other,
SH Prepared by,
SH Pulses,
SH Pulses stock-out within the month,
SH Reasons for loss,
SH Resomal,
SH Resomal stockout within the month,
SH Rice,
SH Rice stockout within the month,
SH RUTF/Plumpy nut,
SH RUTF/Plumpy stock-out within the month,
SH Sugar,
SH Sugar stock-out within the month,
SK Acne Vulgaris,
SK Actinic/solar keratosis,
SK Albinism,
SK Atopic Dematitis,
SK Basal Cell carinoma,
SK Chicken pox,
SK Contact Dermatitis,
SK Ecthyma,
SK Erythema multfome,
SK Fixed drug erruption,
SK Herpes Simplex,
SK Herpes Zooster,
SK Impetigo,
SK Insect Bites,
SK Karposis Sarcoma,
SK Kerato acanthoma,
SK Leprosy,
SK Lichen Planus,
SK Lichen Simplex,
SK Miliaria,
SK Molluscum contagiosum,
SK Neuro dermatitis,
SK Number of cases admitted,
SK Number of cases admitted - Age,
SK Number of cases discharged,
SK Number of cases discharged - Age,
SK Number of OPD cases seen,
SK Number of OPD cases seen - Age,
SK Other,
SK Other Bacterial infection,
SK Other Fungus,
SK other photodermatoses,
SK Other STDs,
SK Other types of eczema,
SK Other viral infections,
SK Photosensitive eczema,
SK Pityriasis rosea,
SK Prurigo/pruritis,
SK Psoriasis,
SK Pytyriasis versicolor,
SK Scabies,
SK Seborrhoeic dermatitis,
SK Squamous cell carcinoma,
SK Steven Johnston Syndrome,
SK Sunburn,
SK Syphilis,
SK Tinea capitis,
SK Tinea corporis,
SK Tinea pedis,
SK Toxic Epidermal Necrolysis,
SK Urticaria,
SK Viitiligo,
SK Warts,
SS Deliveries received in month DSM,
SS Deliveries received in month F100,
SS Deliveries received in month F75,
SS Deliveries received in month Likuni Phala,
SS Deliveries received in month Maize meal,
SS Deliveries received in month Oil,
SS Deliveries received in month Plumpynut,
SS Deliveries received in month Pulses,
SS Deliveries received in month RUTF,
SS Deliveries received in month Sugar,
SS Number of Children of Therapeutic Feeding Children Female,
SS Number of Children of Therapeutic Feeding Children Male,
SS Quantity for cooking demonstrations DSM,
SS Quantity for cooking demonstrations F100,
SS Quantity for cooking demonstrations F75,
SS Quantity for cooking demonstrations Likuni Phala,
SS Quantity for cooking demonstrations Maize meal,
SS Quantity for cooking demonstrations Oil,
SS Quantity for cooking demonstrations Plumpynut,
SS Quantity for cooking demonstrations Pulses,
SS Quantity for cooking demonstrations RUTF,
SS Quantity for cooking demonstrations Sugar,
SS Quantity lost DSM,
SS Quantity lost F100,
SS Quantity lost F75,
SS Quantity lost Likuni Phala,
SS Quantity lost Maize meal,
SS Quantity lost Oil,
SS Quantity lost Plumpynut,
SS Quantity lost Pulses,
SS Quantity lost RUFT,
SS Quantity lost Sugar,
SS Request FOR THE FOLLOWING MONTH DSM,
SS Request FOR THE FOLLOWING MONTH F100,
SS Request FOR THE FOLLOWING MONTH F75,
SS Request FOR THE FOLLOWING MONTH Likuni Phala,
SS Request FOR THE FOLLOWING MONTH Maize meal,
SS Request FOR THE FOLLOWING MONTH Oil,
SS Request FOR THE FOLLOWING MONTH Plumpynut,
SS Request FOR THE FOLLOWING MONTH Pulses,
SS Request FOR THE FOLLOWING MONTH RUTF,
SS Request FOR THE FOLLOWING MONTH Sugar,
SS Stock on first day of month DSM,
SS Stock on first day of month F100,
SS Stock on first day of month F75,
SS Stock on first day of month Likuni Phala,
SS Stock on first day of month Maize meal,
SS Stock on first day of month Oil,
SS Stock on first day of month Plumpynut,
SS Stock on first day of month Pulses,
SS Stock on first day of month RUTF,
SS Stock on first day of month Sugar,
SS Stock on last day of the month DSM,
SS Stock on last day of the month F100,
SS Stock on last day of the month F75,
SS Stock on last day of the month Likuni Phala,
SS Stock on last day of the month Maize meal,
SS Stock on last day of the month Oil,
SS Stock on last day of the month Plumpynut,
SS Stock on last day of the month Pulses,
SS Stock on last day of the month RUTF,
SS Stock on last day of the month Sugar,
STI 0 - 19 years,
STI 20 - 24 years,
STI 25 years or older,
"STI AVD diagnosis, high risk",
"STI AVD diagnosis, low risk",
STI BA diagnosis,
STI Benzathine Penicillin,
STI BU  diagnosis,
STI client type - index cases,
"STI client type - partners, asymptomatic",
"STI client type - partners, symptomatic",
STI Doxycyclin,
STI Gentamycin,
STI Gential warts diagnosis,
STI GUD diagnosis,
STI HIV test - new negative,
STI HIV test - new positive,
STI HIV test - not done,
STI HIV test - previous positive not on ART,
STI HIV test  - previous positive on ART,
STI LAP diagnosis,
STI Metronidazole,
STI NC  diagnosis,
STI Other diagnosis,
STI Partner slips given,
STI Referred for ART (for assessment),
STI Referred for gynae review services,
STI Referred for lab services,
STI Referred for other services,
STI Referred for PMTCT services,
STI Referred for repeat HTC services,
STI Referred for surgical review services,
STI SS  diagnosis,
STI Syphilis PRP/VDRL diagnosis,
STI tested males,
STI tested non-pregnant females,
STI tested pregnant females,
STI treatment - never,
STI treatment - old > 3 months ago,
STI treatment - recent <= 3 months,
STI UD diagnosis,
Surgeon,
TBCF-EPTB 0-4 F,
TBCF-EPTB 0-4 M,
TBCF-EPTB 15-24 F,
TBCF-EPTB 15-24 M,
TBCF-EPTB 25-34 F,
TBCF-EPTB 25-34 M,
TBCF-EPTB 35-44 F,
TBCF-EPTB 35-44 M,
TBCF-EPTB 45-54 F,
TBCF-EPTB 45-54 M,
TBCF-EPTB 5-14 F,
TBCF-EPTB 5-14 M,
TBCF-EPTB 55-64 F,
TBCF-EPTB 55-64 M,
TBCF-EPTB 65+ F,
TBCF-EPTB 65+ M,
TBCF-New Pul MTB +(Xpert) 0-4 F,
TBCF-New Pul MTB +(Xpert) 0-4 M,
TBCF-New Pul MTB +(Xpert) 15-24 F,
TBCF-New Pul MTB +(Xpert) 15-24 M,
TBCF-New Pul MTB +(Xpert) 25-34 F,
TBCF-New Pul MTB +(Xpert) 25-34 M,
TBCF-New Pul MTB +(Xpert) 35-44 F,
TBCF-New Pul MTB +(Xpert) 35-44 M,
TBCF-New Pul MTB +(Xpert) 45-54 F,
TBCF-New Pul MTB +(Xpert) 45-54 M,
TBCF-New Pul MTB +(Xpert) 5-14 F,
TBCF-New Pul MTB +(Xpert) 5-14 M,
TBCF-New Pul MTB +(Xpert) 55-64 F,
TBCF-New Pul MTB +(Xpert) 55-64 M,
TBCF-New Pul MTB +(Xpert) 65+ F,
TBCF-New Pul MTB +(Xpert) 65+ M,
TBCF-Other 0-4 F,
TBCF-Other 0-4 M,
TBCF-Other 15-24 F,
TBCF-Other 15-24 M,
TBCF-Other 25-34 F,
TBCF-Other 25-34 M,
TBCF-Other 35-44 F,
TBCF-Other 35-44 M,
TBCF-Other 45-54 F,
TBCF-Other 45-54 M,
TBCF-Other 5-14 F,
TBCF-Other 5-14 M,
TBCF-Other 55-64 F,
TBCF-Other 55-64 M,
TBCF-Other 65+ F,
TBCF-Other 65+ M,
TBCF-Smear Negative Pulmonary  0-4 F,
TBCF-Smear Negative Pulmonary  0-4 M,
TBCF-Smear Negative Pulmonary  15-24 F,
TBCF-Smear Negative Pulmonary  15-24 M,
TBCF-Smear Negative Pulmonary  25-34 F,
TBCF-Smear Negative Pulmonary  25-34 M,
TBCF-Smear Negative Pulmonary  35-44 F,
TBCF-Smear Negative Pulmonary  35-44 M,
TBCF-Smear Negative Pulmonary  45-54 F,
TBCF-Smear Negative Pulmonary  45-54 M,
TBCF-Smear Negative Pulmonary  5-14 F,
TBCF-Smear Negative Pulmonary  5-14 M,
TBCF-Smear Negative Pulmonary  55-64 F,
TBCF-Smear Negative Pulmonary  55-64 M,
TBCF-Smear Negative Pulmonary  65+ F,
TBCF-Smear Negative Pulmonary  65+ M,
TBCF-Smear Positive Pulmonary new cases 0-4 F,
TBCF-Smear Positive Pulmonary new cases 0-4 M,
TBCF-Smear Positive Pulmonary new cases 15-24 F,
TBCF-Smear Positive Pulmonary new cases 15-24 M,
TBCF-Smear Positive Pulmonary new cases 25-34 F,
TBCF-Smear Positive Pulmonary new cases 25-34 M,
TBCF-Smear Positive Pulmonary new cases 35-44 F,
TBCF-Smear Positive Pulmonary new cases 35-44 M,
TBCF-Smear Positive Pulmonary new cases 45-54 F,
TBCF-Smear Positive Pulmonary new cases 45-54 M,
TBCF-Smear Positive Pulmonary new cases 5-14 F,
TBCF-Smear Positive Pulmonary new cases 5-14 M,
TBCF-Smear Positive Pulmonary new cases 55-64 F,
TBCF-Smear Positive Pulmonary new cases 55-64 M,
TBCF-Smear Positive Pulmonary new cases 65+ F,
TBCF-Smear Positive Pulmonary new cases 65+ M,
TBCF-Smear Positive Pulmonary Relapses 0-4 F,
TBCF-Smear Positive Pulmonary relapses 0-4 M,
TBCF-Smear Positive Pulmonary relapses 15-24 F,
TBCF-Smear Positive Pulmonary relapses 15-24 M,
TBCF-Smear Positive Pulmonary relapses 25-34 F,
TBCF-Smear Positive Pulmonary relapses 25-34 M,
TBCF-Smear Positive Pulmonary relapses 35-44 F,
TBCF-Smear Positive Pulmonary relapses 35-44 M,
TBCF-Smear Positive Pulmonary relapses 45-54 F,
TBCF-Smear Positive Pulmonary relapses 45-54 M,
TBCF-Smear Positive Pulmonary relapses 5-14 F,
TBCF-Smear Positive Pulmonary relapses 5-14 M,
TBCF-Smear Positive Pulmonary relapses 55-64 F,
TBCF-Smear Positive Pulmonary relapses 55-64 M,
TBCF-Smear Positive Pulmonary relapses 65+ F,
TBCF-Smear Positive Pulmonary relapses 65+ M,
TBCF-Treatment after failure 0-4 F ,
TBCF-Treatment after failure 0-4 M ,
TBCF-Treatment after failure 15-24 F ,
TBCF-Treatment after failure 15-24 M ,
TBCF-Treatment after failure 25-34 F,
TBCF-Treatment after failure 25-34 M ,
TBCF-Treatment after failure 35-44 F,
TBCF-Treatment after failure 35-44 M ,
TBCF-Treatment after failure 45-54 F,
TBCF-Treatment after failure 45-54 M,
TBCF-Treatment after failure 5-14 F,
TBCF-Treatment after failure 5-14 M ,
TBCF-Treatment after failure 55-64 F,
TBCF-Treatment after failure 55-64 M,
TBCF-Treatment after failure 65+ F,
TBCF-Treatment after failure 65+ M,
TBCF-Treatment after lost 0-4 F,
TBCF-Treatment after lost 0-4 M,
TBCF-Treatment after lost 15-24 F ,
TBCF-Treatment after lost 15-24 M,
TBCF-Treatment after lost 25-34 F ,
TBCF-Treatment after lost 25-34 M,
TBCF-Treatment after lost 35-44 F ,
TBCF-Treatment after lost 35-44 M ,
TBCF-Treatment after lost 45-54 F ,
TBCF-Treatment after lost 45-54 M,
TBCF-Treatment after lost 5-14 F ,
TBCF-Treatment after lost 5-14 M,
TBCF-Treatment after lost 55-64 F ,
TBCF-Treatment after lost 55-64 M ,
TBCF-Treatment after lost 65+ F ,
TBCF-Treatment after lost 65+ M ,
TBHIVC- Started ART B4 Treatment age 0-4 Female,
TBHIVC- Started ART B4 Treatment age 0-4 male,
TBHIVC- Started ART B4 Treatment age 15-14 male,
TBHIVC- Started ART B4 Treatment age 15-24 Female,
TBHIVC- Started ART B4 Treatment age 15-24 male,
TBHIVC- Started ART B4 Treatment age 25-34 Female,
TBHIVC- Started ART B4 Treatment age 25-34 male,
TBHIVC- Started ART B4 Treatment age 35-44 Female,
TBHIVC- Started ART B4 Treatment age 35-44 male,
TBHIVC- Started ART B4 Treatment age 45-54 Female,
TBHIVC- Started ART B4 Treatment age 45-54 male,
TBHIVC- Started ART B4 Treatment age 5-14 Female,
TBHIVC- Started ART B4 Treatment age 5-14 male,
TBHIVC- Started ART B4 Treatment age 55-64 Female,
TBHIVC- Started ART B4 Treatment age 55-64 male,
TBHIVC- Started ART B4 Treatment age 64+> male,
TBHIVC- Started ART B4 Treatment age 65+> Female,
TBHIVC- Started ART B4 Treatment age 65+> male,
TBHIVC- Started ART while on Treatment age 0-4 Female,
TBHIVC- Started ART while on Treatment age 0-4 male,
TBHIVC- Started ART while on Treatment age 15-14 male,
TBHIVC- Started ART while on Treatment age 15-24 Female,
TBHIVC- Started ART while on Treatment age 15-24 male,
TBHIVC- Started ART while on Treatment age 25-34 Female,
TBHIVC- Started ART while on Treatment age 25-34 male,
TBHIVC- Started ART while on Treatment age 35-44 Female,
TBHIVC- Started ART while on Treatment age 35-44 male,
TBHIVC- Started ART while on Treatment age 45-54 Female,
TBHIVC- Started ART while on Treatment age 45-54 male,
TBHIVC- Started ART while on Treatment age 5-14 Female,
TBHIVC- Started ART while on Treatment age 5-14 male,
TBHIVC- Started ART while on Treatment age 55-64 Female,
TBHIVC- Started ART while on Treatment age 55-64 male,
TBHIVC- Started ART while on Treatment age 65+> Female,
TBHIVC- Started ART while on Treatment age 65+> male,
TBHIVC- Started CPT age 0-4 Female,
TBHIVC- Started CPT age 0-4 male,
TBHIVC- Started CPT age 15-24 Female,
TBHIVC- Started CPT age 15-24 male,
TBHIVC- Started CPT age 25-34 Female,
TBHIVC- Started CPT age 25-34 male,
TBHIVC- Started CPT age 35-44 Female,
TBHIVC- Started CPT age 35-44 male,
TBHIVC- Started CPT age 44-54 Female,
TBHIVC- Started CPT age 45-54 Female,
TBHIVC- Started CPT age 45-54 male,
TBHIVC- Started CPT age 5-14 Female,
TBHIVC- Started CPT age 5-14 male,
TBHIVC- Started CPT age 55-64 Female,
TBHIVC- Started CPT age 55-64 male,
TBHIVC- Started CPT age 65+> Female,
TBHIVC- Started CPT age 65+> male,
TBHIVC-TB Cases Registered age 0-4 Female,
TBHIVC-TB Cases Registered age 0-4 male,
TBHIVC-TB Cases Registered age 15-24 Female,
TBHIVC-TB Cases Registered age 15-24 male,
TBHIVC-TB Cases Registered age 25-34 Female,
TBHIVC-TB Cases Registered age 25-34 Male,
TBHIVC-TB Cases Registered age 35-44 Female,
TBHIVC-TB Cases Registered age 35-44 Male,
TBHIVC- TB Cases Registered age 45-54 female,
TBHIVC- TB Cases Registered age 45-54 Female,
TBHIVC-TB Cases Registered age 45-54 male,
TBHIVC-TB Cases Registered age 5-14 Female,
TBHIVC-TB Cases Registered age 5-14 Male,
TBHIVC-TB Cases Registered age 55-64 Female,
TBHIVC-TB Cases Registered age 55-64 male,
TBHIVC-TB Cases Registered age 65+> Female,
TBHIVC-TB Cases Registered age 65+> male,
TBHIVC- Total on ART 15-24 male,
TBHIVC- Total on ART age 0-4 Female,
TBHIVC- Total on ART age 0-4 male,
TBHIVC- Total on ART age 15-24 Female,
TBHIVC- Total on ART age 15-24 male,
TBHIVC- Total on ART age 25-34 Female,
TBHIVC- Total on ART age 25-34 male,
TBHIVC- Total on ART age 35-44 Female,
TBHIVC- Total on ART age 35-44 male,
TBHIVC- Total on ART age 45-54 Female,
TBHIVC- Total on ART age 45-54 male,
TBHIVC- Total on ART age 5-14 Female,
TBHIVC- Total on ART age 5-14 male,
TBHIVC- Total on ART age 54-64 male,
TBHIVC- Total on ART age 55-64 Female,
TBHIVC- Total on ART age 55-64 male,
TBHIVC- Total on ART age 65+> Female,
TBHIVC- Total on ART age 65+> male,
TBHIVC- Total on ARTt age 0-4 Female,
TBHIVC- Total Tested age 0-4 Female,
TBHIVC- Total Tested age 0-4 male,
TBHIVC- Total Tested age 15-24 Female,
TBHIVC- Total Tested age 15-24 male,
TBHIVC- Total Tested age 25-34 Female,
TBHIVC- Total Tested age 25-34 male,
TBHIVC- Total Tested age 35-44 Female,
TBHIVC- Total Tested age 35-44 male,
TBHIVC- Total Tested age 45-54 Female,
TBHIVC- Total Tested age 45-54 male,
TBHIVC- Total Tested age 5-14 Female,
TBHIVC- Total Tested age 5-14 male,
TBHIVC- Total Tested age 55-64 Female,
TBHIVC- Total Tested age 55-64 male,
TBHIVC- Total Tested age 65+> Female,
TBHIVC- Total Tested age 65+> male,
TBHIVC- Total Tested positive age 0-4 Female,
TBHIVC- Total Tested positive age 0-4 male,
TBHIVC- Total Tested positive age 15-24 Female,
TBHIVC- Total Tested positive age 15-24 male,
TBHIVC- Total Tested positive age 25-34 Female,
TBHIVC- Total Tested positive age 25-34 male,
TBHIVC- Total Tested positive age 35-44 Female,
TBHIVC- Total Tested positive age 35-44 male,
TBHIVC- Total Tested positive age 45-54 Female,
TBHIVC- Total Tested positive age 45-54 male,
TBHIVC- Total Tested positive age 455-4 male,
TBHIVC- Total Tested positive age 5-14 Female,
TBHIVC- Total Tested positive age 5-14 male,
TBHIVC- Total Tested positive age 55-64 Female,
TBHIVC- Total Tested positive age 55-64 male,
TBHIVC- Total Tested positive  age 65+> Female,
TBHIVC- Total Tested positive age 65+> Female,
TBHIVC- Total Tested positive age 65+> male,
TBTO-EPTB Default Female,
TBTO-EPTB Default male,
TBTO-EPTB Died Female,
TBTO-EPTB Died male,
TBTO-EPTB No. Eval Female,
TBTO-EPTB No. Eval male,
TBTO-EPTB No. notif Female,
TBTO-EPTB No. notif male,
TBTO-EPTB Rx. compX Female,
TBTO-EPTB Rx. compX male,
TBTO-EPTB T/O Female,
TBTO-EPTB T/O male,
TBTO-Other Default Female,
TBTO-Other Default male,
TBTO-Other Died Female,
TBTO-Other Died male,
TBTO-Other No. Eval Female,
TBTO-Other No. Eval male,
TBTO-Other No. notif Female,
TBTO-Other No. notif male,
TBTO-Other Rx. compX Female,
TBTO-Other Rx. compX male,
TBTO-Other T/O Female,
TBTO-Other T/Ot male,
TBTO-Relapse Cured Female,
TBTO-Relapse Cured male,
TBTO-Relapse Default Female,
TBTO-Relapse Default male,
TBTO-Relapse Died Female,
TBTO-Relapse Died male,
TBTO-Relapse Failure Female,
TBTO-Relapse Failure male,
TBTO-Relapse No. Eval Female,
TBTO-Relapse No. Eval male,
TBTO-Relapse No. notif Female,
TBTO-Relapse No. notif male,
TBTO-Relapse Rx. compX Female,
TBTO-Relapse Rx. compX male,
TBTO-Relapse T/O Female,
TBTO-Relapse T/O male,
TBTO-Rx. AD Cured Female,
TBTO-Rx. AD Cured male,
TBTO-Rx. AD Default Female,
TBTO-Rx. AD Default male,
TBTO-Rx. AD Died Female ,
TBTO-Rx. AD Died male,
TBTO-Rx. AD Failure Female,
TBTO-Rx. AD Failure male,
TBTO-Rx. AD No.Eval Female,
TBTO-Rx. AD No.Eval male,
TBTO-Rx. AD No. notif Female,
TBTO-Rx. AD No. notif male,
TBTO-Rx. AD Rx. compX Female,
TBTO-Rx. AD Rx. compX male,
TBTO-Rx. AD T/O Female,
TBTO-Rx. AD T/O male,
TBTO-Rx. AF Cured Female,
TBTO-Rx. AF Cured Male,
TBTO-Rx. AF Default Female,
TBTO-Rx. AF Default male,
TBTO-Rx. AF Died Female,
TBTO-Rx. AF Died male,
TBTO-Rx. AF Failure Female,
TBTO-Rx. AF Failure male,
TBTO-Rx. AF No. Eval Female,
TBTO-Rx. AF No. Eval male,
TBTO-Rx. AF No. notif Female,
TBTO-Rx. AF No. notif male,
TBTO-Rx. AF Rx. compX Female,
TBTO-Rx. AF Rx. compX male,
TBTO-Rx. AF T/O Female,
TBTO-Rx. AF T/O male,
TBTO-SM+ve Cured female,
TBTO-SM+ve Cured male,
TBTO-SM-ve Default Female,
TBTO-SM+ve Default Female,
TBTO-SM+ve Default male,
TBTO-SM-ve Died Female,
TBTO-SM+ve Died Female,
TBTO-SM-ve Died male,
TBTO-SM+ve Died male,
TBTO-SM-ve Diefault male,
TBTO-SM+ve Failure Female,
TBTO-SM+ve Failure male,
TBTO-SM-ve No. Eval Female,
TBTO-SM+ve No. Eval Female,
TBTO-SM-ve No. Eval male,
TBTO-SM+ve No. Eval male,
TBTO-SM-ve No. notif Female,
TBTO-SM+ve No. notif Female,
TBTO-SM-ve No. notif male,
TBTO-SM+ve No.notif male,
TBTO-SM-ve Rx. compX Female,
TBTO-SM+ve Rx.compX Female,
TBTO-SM-ve Rx. compX male,
TBTO-SM+ve Rx.compX male,
TBTO-SM-ve T/O Female,
TBTO-SM+ve T/O Female,
TBTO-SM-ve T/O male,
TBTO-SM+ve T/O male,
TBUA-Contribution to case find Female,
TBUA-Contribution to case find male,
TBUA-Number of children 5 years and below started on IPT Female,
TBUA-Number of children 5 years and below started on IPT Male,
TBUA-Number of contacts 5 years and below diagnosed with TB Female,
TBUA-Number of contacts 5 years and below diagnosed with TB Male,
TBUA-Number of contacts above 5 years diagnosed with TB Female,
TBUA-Number of contacts above 5 years diagnosed with TB Male,
TBUA-Number of contacts aged 5 years and below Female,
TBUA-Number of contacts aged 5 years and below Male,
TBUA-Number of contacts aged more than 5 years Female,
TBUA-Number of contacts aged more than 5 years Male,
TBUA-Number of contacts diagnosed with TB Female,
TBUA-Number of contacts diagnosed with TB male,
TBUA-Number of contacts screened Female,
TBUA-Number of contacts screened Male,
TBUA-Number of Extra pulmonary TB diagnosed from PPM DOTs Female,
TBUA-Number of Extra pulmonary TB diagnosed from PPM DOTs Male,
TBUA-Number of Extra pulmonary TB diagnosed from walk-in Female,
TBUA-Number of Extra pulmonary TB diagnosed from walk-in Male,
TBUA-Number of extra pulmonary TB diagnosed in prisons Female,
TBUA-Number of extra pulmonary TB diagnosed in prisons Male,
TBUA-Number of Index cases (all pulmonary TB cases)Female,
TBUA-Number of Index cases (all pulmonary TB cases) male,
TBUA-Number of private practioners involved in TB control activities,
TBUA-Number of smear negative TB diagnosed from PPM Dots Male,
TBUA-Number of smear negative TB diagnosed FROM Walk-in Female,
TBUA-Number of smear negative TB diagnosed FROM Walk-in Male,
TBUA-Number of smear negative TB diagnosed in prisons Female,
TBUA-Number of smear negative TB diagnosed in prisons Male,
TBUA-Number of smear positive diagnosed from Walk-in Female,
TBUA-Number of smear positive diagnosed from Walk-in Male,
TBUA-Number of smear positive TB cases diagnosed from PPM Dots Female,
TBUA-Number of smear positive TB cases diagnosed from PPM Dots Male,
TBUA-Number of smear positive TB diagnosed in prisons Female,
TBUA-Number of smear positive TB diagnosed in prisons Male,
TBUA-Number of TB others diagnosed from PPM DOTs Female,
TBUA-Number of TB others diagnosed from PPM DOTs Male,
TBUA-Number of TB suspects tested for HIV Female,
TBUA-Number of TB suspects tested for HIV Male,
TBUA-Number of TB suspects who tested HIV positive Female,
TBUA-Number of TB suspects who tested HIV positive Male,
TBUA-sputum collection points total No of,
TBUA-sputum collection points total No of health,
TBUA-sputum collection points total No of Smear negative cases diagnosed by SCPs Female,
TBUA-sputum collection points total No of Smear negative cases diagnosed by SCPs Male,
TBUA-sputum collection points total No of Smear positive cases diagnosed by SCPs Female,
TBUA-sputum collection points total No of Smear positive cases diagnosed by SCPs Male,
TBUA-sputum collection points total No of Smear positive cases in the district/zone Female,
TBUA-sputum collection points total No of Smear positive cases in the district/zone Male,
TBUA-sputum collection points total No of Sputum,
TBUA-sputum collection points total No of TB suspected Screened from SCPs Female,
TBUA-sputum collection points total No of TB suspected Screened from SCPs Male,
TBUA-TBUA-Number of smear negative TB diagnosed from PPM Dots Female,
TBUA-total No of cough suspects diagnosed Extra pulmonary TB Female,
TBUA-total No of cough suspects diagnosed Extra pulmonary TB Male,
TBUA-Total number of inmates screened in prisons Female,
TBUA-Total number of inmates screened in prisons Male,
TBUA-Total number of private practioners in the district/zone Male,
TBUA-Total number of private practitioners in the district/zone Female,
TBUA-Total Number of TB suspects identified Female,
TBUA-Total number of TB suspects identified in prisons Female,
TBUA-Total number of TB suspects identified in prisons Male,
TBUA-Total Number of TB suspects identified Male,
TBUA-walk in Total Number of TB suspects recorded Female,
TBUA-walk in Total Number of TB suspects recorded Male,
TO-Relaspe cured female,
TO-Relaspe cured male,
TO-Relaspe default female,
TO-Relaspe default male,
TO-Relaspe died female,
TO-Relaspe died male,
TO-Relaspe failure female,
TO-Relaspe failure male,
TO-Relaspe No. Eval male,
TO-Relaspe No.Eval male,
TO-Relaspe No. notif male,
TO-Relaspe Rx. compX female,
TO-Relaspe Rx. compX male,
TO-Relaspe T/O female,
TO-Relaspe T/O male,
TO- Sm-ve cured female,
TO-Sm+ve cured female,
TO- Sm-ve cured male,
TO-Sm-ve cured male,
TO-Sm+ve cured male,
TO-SM+ve cured male,
TO-Sm+ve default female,
TO-Sm+ve default male,
TO-Sm+ve died female,
TO-Sm+ve died male,
TO- Sm-ve failure female,
TO-Sm+ve failure female,
TO- Sm-ve failure male,
TO-Sm+ve failure male,
TO-Sm+ve female,
TO-Sm+ve No. eval female,
TO-Sm+ve No. eval male,
TO-Sm+ve No. notif female,
TO-Sm+ve No. notif male,
TO-Sm+ve Rx. compX female,
TO- Sm-ve Rx. compX male,
TO-Sm+ve Rx. compX male,
TO-Sm+ve T/O female,
TO-Sm+ve T/O male,
Total-admissions,
total concordant +ve couples tested,
Total- Default (lost to follow up) F,
Total-Died H,
total discordant couples tested,
Total moderate-admissions,
Total moderate- Default (lost to follow up) F,
Total moderate-Died H,
Total moderate-Non-recovered (treatment failure),
Total moderate-Recovered(transitioned) E,
Total moderate-Total at the end of the month,
Total moderate-Total at the start of the month,
Total moderate- TOTAL-E+F+H+I+J,
total moderate-total who received supplementary food,
Total moderate- Transferred Out,
Total-Non-recovered (treatment failure),
Total personnel currently at work,
Total Population ,
Total_Population ,
Total_population_age_gender,
Total_Population_Age_Gender to discard,
Total_Population_Female_Age,
Total_Population_Male_Age,
Total-Recovered(transitioned) E,
Total-Total at the end of the month,
Total-Total at the start of the month,
Total-TOTAL=E+F+H+I+J,
Total-Total who received therapeutic and / or supplementary food,
Total-Transferred Out,
"total who received health services (HIV, TB ANC/PMTCT,OPD) ANC/PMTC",
"total who received health services (HIV, TB ANC/PMTCT,OPD) OPD",
"total who received health services (HIV, TB ANC/PMTCT,OPD) other",
"total who received health services (HIV, TB ANC/PMTCT,OPD) Pre-ART/ART",
"total who received health services (HIV, TB ANC/PMTCT,OPD) TB",
total who received nutrion assesment at contact point - ANC/PMTC,
total who received nutrion assesment at contact point - Other,
total who received nutrion assesment at contact point - pre-ART/ART,
total who received nutrion assesment at contact point - TB,
total who received nutritional counselling at contact point-Pre-ART/ART ,
total who received nutrition assesment at contact point - ANC/PMTC,
total who received nutrition assesment at contact point - Other,
total who received nutrition assesment at contact point - pre-ART/ART,
total who received nutrition assesment at contact point - TB,
total who received nutrition assessment at contact point - OPD,
total who received nutrition counselling at contact point: ANC/PMTC,
total who received nutrition counselling at contact point: OPD,
total who received nutrition counselling at contact point: other,
total who received nutrition counselling at contact point: Pre-ART/ART,
total who received nutrition counselling at contact point: TB,
Tuberculosis diagnosed - admission,
tuberculosis -district hospital,
Tuberculosis-flipchart,
tuberculosis -health centre,
tuberculosis -health post,
Tuberculosis-leaflets,
Tuberculosis-none,
Tuberculosis-# of community meetings/commemoration days,
Tuberculosis-# of film shows,
Tuberculosis-# of interactive drama sessions,
Tuberculosis-# of road shows,
tuberculosis -other,
Tuberculosis-posters,
tuberculosis -rural/comm hosp,
tuberculosis -total# provided in this quarter,
