Table,Element
DHA,"STI - reports for all 3 months complete, accurate"
DHA,STI clients referred for services
DHA,STI clients treated in the reporting period
DHA,STI drug stock summary
DHA,STI drugs
DHA,STI partner notification
DHA,STI Partner Referral Slip
DHA,STI program
DHA,STI Program Report
DHA,STI Register
DHA,STI Register completely filled
DHA,STI report - 1st month
DHA,STI report - 2nd month
DHA,STI report - 3rd month
DHA,STI report check sums
DHA,STI report version 2
DHA,STI site report
DHA,STI syndromic diagnosis
DHA,STI treatment history
DHA,STIAge
DHA,STIDx
DHA,STIHIV
DHA,STIHx
DHA,"Stillbirth, fresh"
DHA,"Stillbirth, macerated"
DHA,Stillbirths
DHA,STISex
DHA,STITyp
DHA,Stock card
DHA,"Stock cards for ARVs, OI and test kits up-to-date"
DHA,Stock count error (supervision form)
DHA,Stock-out report of key commodities
DHA,Stopped ART
DHA,Streptomycin
DHA,Students
DHA,Sub group sets
DHA,Sub groups
DHA,Substitutions to Regimen 5A
DHA,Sufficient test kits reserved for pregn women
DHA,Sulfadoxine / pyrimethamine
DHA,Sum of slips given
DHA,Summary screening outcome
DHA,Supervision Team Performance Feedback
DHA,Supply
DHA,Supply item groups
DHA,Supply item transactions
DHA,Supply items
DHA,Supporting Partner Organization
DHA,Surgical review
DHA,Survival analysis
DHA,Survival analysis all ages reggroups
DHA,Survival analysis children reggroups
DHA,Survival analysis Option B+ reggroups
DHA,Survival and retention in ART program
DHA,Symptomatic cases
DHA,Syphilis Negative
DHA,Syphilis Positive
DHA,Syphilis RPR VDRL
DHA,Syphilis screening
DHA,Syphilis test reagent stock-out
DHA,Syphilis testing not done
DHA,Syringe with needle
DHA,tabs
DHA,TB / ART program triangulation
DHA,TB clinic registrations
DHA,TB cohort report (data export)
DHA,TB confirmed
DHA,TB drugs
DHA,TB program report
DHA,TB recent or current
DHA,TB/HIV program
DHA,TB_BMU
DHA,TB_periph
DHA,TDF
DHA,TDF / 3TC
DHA,TDF / 3TC / EFV
DHA,Teachers
DHA,Technical Assistant
DHA,Test 1&2 discordant
DHA,Test 1&2 negative
DHA,Test 1&2 positive
DHA,Test kit 1 use at stand-alone - quarter
DHA,Test kit 2 use at stand-alone - quarter
DHA,Test kits kept in pharmacy
DHA,Test kits reserved for ANC/Mat
DHA,Tested for Hepatitis B
DHA,Tested for Hepatitis C
DHA,Tested for HIV
DHA,Tested for malaria
DHA,Tested for Syphilis
DHA,tests
DHA,Tetracycline eye ointment given
DHA,Text box
DHA,Thermal printer paper roll
DHA,This facility
DHA,"Thorough: proper stock count, enough time"
DHA,Thyolo
DHA,tins
DHA,TO given
DHA,TO not given
DHA,topical solution
DHA,Total admissions (referrals double-counted)
DHA,Total alive on ART
DHA,Total alive on ART (incl. patients in transfer)
DHA,Total ANC visits by women in the cohort
DHA,Total ANC women assessed for ART eligibility
DHA,Total ANC women HIV negative
DHA,Total ANC women HIV positive
DHA,Total ANC women in the cohort
DHA,Total ANC women newly tested for HIV
DHA,Total ANC women on ART
DHA,Total ANC women receiving ARVs
DHA,Total ANC women tested for syphilis
DHA,Total ANC women with ascertained HIV status
DHA,Total ANC women with valid prev HIV test
DHA,Total ART clinic registrations
DHA,Total ART patients on CPT
DHA,Total ART women on Depo-Provera
DHA,Total blood group typing done
DHA,Total blood units cross-matched
DHA,Total children registered for ART
DHA,Total clients presenting with referral slip
DHA,Total clients tested in last month
DHA,"Total died (sum of M1, 2, 3, 4+)"
DHA,Total DNA-PCR specimens collected
DHA,Total failed referrals (slips not returned)
DHA,Total females registered for ART
DHA,Total HCC registrations
DHA,Total HTC clients served
DHA,Total live births
DHA,Total lymphocytes <threshold
DHA,Total not retained
DHA,Total not transferred out
DHA,Total not transferred out (patients in cohort)
DHA,Total on ART (coverage)
DHA,Total on first line ART
DHA,Total on first line ART adult formul
DHA,Total on first line ART paed formul
DHA,Total on second line ART
DHA,Total on second line ART adult formul
DHA,Total on second line ART paed formul
DHA,Total opening days/week
DHA,Total partner notification slips issued
DHA,Total partners not seen
DHA,Total partners returned
DHA,Total patients in HIV care on CPT
DHA,Total pre-ART patients on CPT
DHA,Total pre-ART patients on IPT
DHA,Total pre-ART women on Depo-Provera
DHA,Total QC tests documented last month
DHA,Total results given to guardian
DHA,Total results not (yet) given to guardian
DHA,Total retained in pre-ART
DHA,Total session obs forms filled last quarter (seen)
DHA,Total starting ART in WHO stage 1/2
DHA,Total starting ART with confirmed HIV infection
DHA,Total starting ART with TB
DHA,Total STI clients
DHA,Total STI clients treated
DHA,Total testing units/locations
DHA,Total units cross-matched (sum)
DHA,Total units from MBTS (estimated)
DHA,Total units from replacement donors
DHA,Total women completing ANC in the reporting period
DHA,Total women HIV negative
DHA,Total women HIV positive
DHA,Total women in HIV care on Depo-Provera
DHA,Transferred out
DHA,Transfers between sites
DHA,Transfers out (double counted)
DHA,Transfusion reactions
DHA,Twin / multiple babies
DHA,UD
DHA,Unexpected growth (transfers in)
DHA,Unexpexted growth (new starts)
DHA,Uni-Gold HIV physical stock count
DHA,Uni-Gold HIV stock card available
DHA,Uni-Gold HIV stock card last entry date
DHA,Uni-Gold HIV stock card last position
DHA,Uni-Gold HIV1/2
DHA,Units cross-matched for maternity
DHA,Units cross-matched for other ward
DHA,Units cross-matched for paediatrics
DHA,Units transfused without adverse events
DHA,Units with confirmed transfusion reactions
DHA,Units with suspected transfusion reactions
DHA,Unknown
DHA,Unknown / other
DHA,Unspec. TB within the last 24 months or current
DHA,Urban
DHA,Vacuum extraction
DHA,vaginal tabs
DHA,Valid previous test result
DHA,Verified data left behind at site
DHA,vials
DHA,Vincristine
DHA,"Viral load: months on ART, bled, result recorded"
DHA,Vit A given
DHA,Vit A not given
DHA,Vitamin A
DHA,VMMC
DHA,VMMC - 1st month
DHA,VMMC - 2nd month
DHA,VMMC - 3rd month
DHA,VMMC Program
DHA,VMMC report check sums
DHA,VMMC report ver2
DHA,VMMC services report
DHA,"Waiting area clean, adequate seating"
DHA,Wall chart job aids (set)
DHA,Ward
DHA,Weight less 2500g
DHA,Well lit
DHA,WHO stage 1 or 2
DHA,WHO stage 3
DHA,WHO stage 4
DHA,YesNoBlank
DHA,Young adults 15-24 years (Age group C)
DHA,Zomba
DHA,Zonal ART Program Supervisor
DHA,Zonal TB Program Supervisor
DHA,Zones
DHIS,# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY CLINICAL OFFICER
DHIS,# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY DOCTOR
DHIS,# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY HSA
DHIS,# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY MA
DHIS,# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY NURSE INT
DHIS,# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY REGNURSE
DHIS,3 MONTHS REVIEW HIV
DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION ANC PMTC
DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION OPD
DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION OTHER
DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION PRE ART ART
DHIS,A  OF THOSE ASSESSED # WITH SEVERE UNDERNUTRITION TB
DHIS,ACUTE DIARRHEA DISEASES # OF COMMUNITY MEETINGS COMMEMORATION DAYS
DHIS,ACUTE DIARRHEA DISEASES # OF COMMUNITY MEETINGS COMMEMORATION DAYS FEMALES
DHIS,ACUTE DIARRHEA DISEASES # OF COMMUNITY MEETINGS COMMEMORATION DAYS MALES
DHIS,ACUTE DIARRHEA DISEASES # OF FILM SHOWS
DHIS,ACUTE DIARRHEA DISEASES # OF FILM SHOWS FEMALE
DHIS,ACUTE DIARRHEA DISEASES # OF FILM SHOWS MALES
DHIS,ACUTE DIARRHEA DISEASES # OF INTERACTIVE DRAMA FEMALES
DHIS,ACUTE DIARRHEA DISEASES # OF INTERACTIVE DRAMA MALES
DHIS,ACUTE DIARRHEA DISEASES # OF INTERACTIVE DRAMA SESSIONS
DHIS,ACUTE DIARRHEA DISEASES # OF ROAD SHOWS
DHIS,ACUTE DIARRHEA DISEASES # OF ROAD SHOWS FEMALES
DHIS,ACUTE DIARRHEA DISEASES # OF ROAD SHOWS MALES
DHIS,ACUTE DIARRHEA DISEASES FLIPCHART
DHIS,ACUTE DIARRHEA DISEASES LEAFLETS
DHIS,ACUTE DIARRHEA DISEASES NONE
DHIS,ACUTE DIARRHEA DISEASES POSTERS
DHIS,ACUTE DIARRHEA DISEASES TV DVDS
DHIS,ACUTE DIARRHOEAL DISEASES DISTRICT HOSPITAL
DHIS,ACUTE DIARRHOEAL DISEASES HEALTH CENTRE
DHIS,ACUTE DIARRHOEAL DISEASES HEALTH POST
DHIS,ACUTE DIARRHOEAL DISEASES OTHER
DHIS,ACUTE DIARRHOEAL DISEASES RURAL COMM HOSP
DHIS,ACUTE DIARRHOEAL DISEASES TOTAL# PROVIDED IN THIS QUARTER
DHIS,ACUTE FLACCID PARALYSIS UNDER 15 YEARS ADMISSION
DHIS,ACUTE FLACCID PARALYSIS UNDER 15 YEARS INPATIENT DEATH
DHIS,ACUTE PSYCHIATRIC DISORDER ADMISSION
DHIS,ACUTE PSYCHIATRIC DISORDER INPATIENT DEATH
DHIS,ACUTE PSYCHIATRIC DISORDER NEW
DHIS,ACUTE RESPIRATORY INFECTIONS # OF COMMUNITY MEETINGS COMMEMORATION DAYS
DHIS,ACUTE RESPIRATORY INFECTIONS # OF COMMUNITY MEETINGS COMMEMORATION DAYS FEMALE
DHIS,ACUTE RESPIRATORY INFECTIONS # OF COMMUNITY MEETINGS COMMEMORATION DAYS MALES
DHIS,ACUTE RESPIRATORY INFECTIONS # OF FILM SHOWS
DHIS,ACUTE RESPIRATORY INFECTIONS # OF FILM SHOWS FEMALES
DHIS,ACUTE RESPIRATORY INFECTIONS # OF FILM SHOWS MALES
DHIS,ACUTE RESPIRATORY INFECTIONS # OF INTERACTIVE DRAMA SESSIONS
DHIS,ACUTE RESPIRATORY INFECTIONS # OF INTERACTIVE DRAMA SESSIONS FEMALES
DHIS,ACUTE RESPIRATORY INFECTIONS # OF INTERACTIVE DRAMA SESSIONS MALES
DHIS,ACUTE RESPIRATORY INFECTIONS # OF ROAD SHOWS
DHIS,ACUTE RESPIRATORY INFECTIONS # OF ROAD SHOWS FEMALES
DHIS,ACUTE RESPIRATORY INFECTIONS # OF ROAD SHOWS MALES
DHIS,ACUTE RESPIRATORY INFECTIONS DISTRICT HOSPITAL
DHIS,ACUTE RESPIRATORY INFECTIONS FLIPCHART
DHIS,ACUTE RESPIRATORY INFECTIONS HEALTH CENTRE
DHIS,ACUTE RESPIRATORY INFECTIONS HEALTH POST
DHIS,ACUTE RESPIRATORY INFECTIONS LEAFLETS
DHIS,ACUTE RESPIRATORY INFECTIONS NONE
DHIS,ACUTE RESPIRATORY INFECTIONS OTHER
DHIS,ACUTE RESPIRATORY INFECTIONS POSTERS
DHIS,ACUTE RESPIRATORY INFECTIONS RURAL COMM HOSP
DHIS,ACUTE RESPIRATORY INFECTIONS TOTAL # PROVIDED IN THIS QUARTER
DHIS,ACUTE RESPIRATORY INFECTIONS TV DVDS
DHIS,ADMISSIONS FROM ALL CAUSES
DHIS,ADOLESCENT 12 18 YEARS ADMISSIONS
DHIS,ADOLESCENT 12 18 YEARS DEFAULT  LOST TO FOLLOW UP  F
DHIS,ADOLESCENT 12 18 YEARS DIED H
DHIS,ADOLESCENT 12 18 YEARS MODERATE ADMISSIONS
DHIS,ADOLESCENT 12 18 YEARS MODERATE DEFAULT LOST TO FOLLOW UP  F
DHIS,ADOLESCENT 12 18 YEARS MODERATE DIED H
DHIS,ADOLESCENT 12 18 YEARS MODERATE NON RECOVERED  TREATMENT FAILURE  I
DHIS,ADOLESCENT 12 18 YEARS MODERATE RECOVERED  TRANSITIONED  E
DHIS,ADOLESCENT 12 18 YEARS MODERATE RECOVERED TRANSITIONED  E
DHIS,ADOLESCENT 12 18 YEARS MODERATE TOTAL AT THE END OF THE MONTH
DHIS,ADOLESCENT 12 18 YEARS MODERATE TOTAL AT THE START OF THE MONTH
DHIS,ADOLESCENT 12 18 YEARS MODERATE TOTAL WHO RECEIVED SUPPLEMENTARY
DHIS,ADOLESCENT 12 18 YEARS MODERATE TOTAL=E+F+H+I+J
DHIS,ADOLESCENT 12 18 YEARS MODERATE TRANSFERRED OUT J
DHIS,ADOLESCENT 12 18 YEARS NON RECOVERED  TREATMENT FAILURE  I
DHIS,ADOLESCENT 12 18 YEARS RECOVERED  TRANSITIONED  E
DHIS,ADOLESCENT 12 18 YEARS TOTAL AT THE END OF THE MONTH
DHIS,ADOLESCENT 12 18 YEARS TOTAL AT THE START OF THE MONTH
DHIS,ADOLESCENT 12 18 YEARS TOTAL WHO RECEIVED THERAPEUTIC AND OR SUPPLEMENTARY FOOD
DHIS,ADOLESCENT 12 18 YEARS TOTAL=E+F+H+I+J
DHIS,ADOLESCENT 12 18 YEARS TRANSFERRED OUT J
DHIS,ADULTS 19 YEARS OR OLDER ADMISSIONS
DHIS,ADULTS 19 YEARS OR OLDER DEFAULT  LOST TO FOLLOW UP  F
DHIS,ADULTS 19 YEARS OR OLDER DIED H
DHIS,ADULTS 19 YEARS OR OLDER MODERATE ADMISSIONS
DHIS,ADULTS 19 YEARS OR OLDER MODERATE DEFAULT LOST TO FOLLOW UP  F
DHIS,ADULTS 19 YEARS OR OLDER MODERATE DIED H
DHIS,ADULTS 19 YEARS OR OLDER MODERATE NON RECOVERED  TREATMENT FAILURE  I
DHIS,ADULTS 19 YEARS OR OLDER MODERATE RECOVERED  TRANSITIONED  E
DHIS,ADULTS 19 YEARS OR OLDER MODERATE TOTAL AT THE END OF THE MONTH
DHIS,ADULTS 19 YEARS OR OLDER MODERATE TOTAL AT THE START OF THE MONTH
DHIS,ADULTS 19 YEARS OR OLDER MODERATE TOTAL WHO RECEIVED SUPPLEMENTARY FOOD
DHIS,ADULTS 19 YEARS OR OLDER MODERATE TOTAL WHO RECEIVED THERAPEUTIC AND OR SUPPLEMENTARY FOOD
DHIS,ADULTS 19 YEARS OR OLDER MODERATE TOTAL=E+F+H+I+J
DHIS,ADULTS 19 YEARS OR OLDER MODERATE TRANSFERRED OUT
DHIS,ADULTS 19 YEARS OR OLDER NON RECOVERED  TREATMENT FAILURE  I
DHIS,ADULTS 19 YEARS OR OLDER RECOVERED  TRANSITIONED  E
DHIS,ADULTS 19 YEARS OR OLDER TOTAL AT THE END OF THE MONTH
DHIS,ADULTS 19 YEARS OR OLDER TOTAL AT THE START OF THE MONTH
DHIS,ADULTS 19 YEARS OR OLDER TOTAL WHO RECEIVED THERAPEUTIC AND OR SUPPLEMENTARY FOOD
DHIS,ADULTS 19 YEARS OR OLDER TOTAL=E+F+H+I+J
DHIS,ADULTS 19 YEARS OR OLDER TRANSFERRED OUT J
DHIS,ALL OTHER COMMUNICABLE DISEASES ADMISSION
DHIS,ALL OTHER COMMUNICABLE DISEASES INPATIENT DEATH
DHIS,ALL OTHER COMMUNICABLE DISEASES NEW
DHIS,ALL OTHER NON COMMUNICABLE DISEASES NEW
DHIS,ALL OTHER POSITIONS
DHIS,ALL OTHER SURGICAL CONDITIONS ADMISSION
DHIS,ALL OTHER SURGICAL CONDITIONS INPATIENT DEATH
DHIS,ALL OTHER SURGICAL CONDITIONS NEW
DHIS,AM NUM OF ASSETS REPORTEDLY IN NEED OF MANTAINANCE
DHIS,"AM NUMBER OF ASSET LOSSES  INCLUDING THEFTS "
DHIS,AM NUMBER OF ASSETS ACQUIRED
DHIS,AM NUMBER OF ASSETS DONATIONS RECEIVED
DHIS,AM NUMBER OF ASSETS MANTAINED
DHIS,"AM TOT ESTIMATED VALUE OF ASSETS RECEIVED  PURCHASES AND DONATIONS "
DHIS,AM TOTAL COST OF ALL ASSET REPAIRS INCURRED
DHIS,AM TOTAL ESTIMATED VALUE OF ALL ASSETS LOSSES
DHIS,ANAEMIA ADMISSION
DHIS,ANAEMIA INPATIENT DEATH
DHIS,ANAEMIA NEW
DHIS,ANC ART STATUS 1ST VISIT NOT ON ART
DHIS,ANC ART STATUS 1ST VISIT ON ART BEFORE ANC
DHIS,ANC ART STATUS 1ST VISIT START ART 0 27 WKS
DHIS,ANC ART STATUS 1ST VISIT START ART 28+ WKS
DHIS,ANC HIV STATUS 1ST VISIT NEW +VE
DHIS,ANC HIV STATUS 1ST VISIT NEW VE
DHIS,ANC HIV STATUS 1ST VISIT NOT DONE
DHIS,ANC HIV STATUS 1ST VISIT PREV +VE
DHIS,ANC HIV STATUS 1ST VISIT PREV VE
DHIS,ANC HIV TEST RESULT NEW +VE
DHIS,ANC HIV TEST RESULT NEW VE
DHIS,ANC HIV TEST RESULT NOT DONE
DHIS,ANC HIV TEST RESULT PREV +VE
DHIS,ANC HIV TEST RESULT PREV VE
DHIS,ANC NEW WOMEN REGISTERED
DHIS,ANC NOT ON ART
DHIS,ANC ON ART BEFORE ANC
DHIS,ANC PRE ECLAMSIA YES
DHIS,ANC RECEIVED 2+ TTV DOSES
DHIS,ANC RECEIVED FEFO 120+ TABS
DHIS,ANC RECIEVED 0 SP DOSES
DHIS,ANC RECIEVED 1X3 SP TABS
DHIS,ANC RECIEVED 2X3 SP TABS
DHIS,ANC RECIEVED ALBENDAZOLE 1 DOSE
DHIS,ANC RECIEVED ITN
DHIS,ANC RECIEVED NVP
DHIS,ANC STARTED 1 VISITS IN WK 0 12
DHIS,ANC SYPHILIS STATUS +VE
DHIS,ANC SYPHILIS STATUS UNKNOWN
DHIS,ANC SYPHILIS STATUS VE
DHIS,ANC TOT STARTED ART 28+ WKS
DHIS,ANC TOTAL WITH 1 VISIT
DHIS,ANC TOTAL WITH 2 VISITS
DHIS,ANC TOTAL WITH 3 VISITS
DHIS,ANC TOTAL WITH 4 VISITS
DHIS,ANC TOTAL WITH 5+ VISITS
DHIS,ANC TOTSTARTED ART AT 0 27 WKS
DHIS,ANC WOMEN ON CPT
DHIS,ART ADHERENCE 0 – 6 DOSES MISSED
DHIS,ART ADHERENCE 7+ DOSES MISSED
DHIS,ART ADHERENCE UNKNOWN
DHIS,ART ADULTS 15 YEARS OR OLDER AT ART INITIATION
DHIS,ART ADULTS 15 YEARS OR OLDER AT ENROLMENT
DHIS,ART ANC
DHIS,ART ARV SUPPLY HUB SITE
DHIS,ART BLOOD COLLECTION
DHIS,ART BREASTFEEDING MOTHERS
DHIS,ART CD4 BELOW THRESHOLD
DHIS,"ART CD4 COUNT  ON SITE "
DHIS,ART CHILDREN 12 23 MONTHS
DHIS,ART CHILDREN 2 BELOW 24 MONTHS AT ENROLM
DHIS,ART CHILDREN 24 M 14 YRS AT ART INITIATION
DHIS,ART CHILDREN 24 MONTHS 14 YRS AT ENROLM
DHIS,ART CHILDREN BELOW 24 M AT ART INITIATION
DHIS,ART COHORT 108 MONTH SURVIVAL ALL AGES
DHIS,ART COHORT 12 MONTH SURVIVAL ALL AGES
DHIS,ART COHORT 12 MONTH SURVIVAL CHILDREN
DHIS,ART COHORT 12 MONTH SURVIVAL OPTIONB+
DHIS,ART COHORT 120 MONTH SURVIVAL ALL AGES
DHIS,ART COHORT 24 MONTH SURVIVAL ALL AGES
DHIS,ART COHORT 24 MONTH SURVIVAL OPTIONB+
DHIS,ART COHORT 36 MONTH SURVIVAL ALL AGES
DHIS,ART COHORT 48 MONTH SURVIVAL ALL AGES
DHIS,ART COHORT 6 MONTH SURVIVAL OPTIONB+
DHIS,ART COHORT 60 MONTH SURVIVAL ALL AGES
DHIS,ART COHORT 72 MONTH SURVIVAL ALL AGES
DHIS,ART COHORT 84 MONTH SURVIVAL ALL AGES
DHIS,ART COHORT 96 MONTH SURVIVAL ALL AGES
DHIS,ART CONFIRMED INFECTED PATIENTS
DHIS,ART CURRENT EPISODE OF TB
DHIS,ART DEFAULTED
DHIS,"ART DEFAULTED  PRE ART "
DHIS,"ART DIED  PRE ART "
DHIS,ART DIED AFTER THE END OF THE 3RD MONTH AFTER ART INITIATION
DHIS,ART DIED TOTAL
DHIS,ART DIED WITHIN THE 1ST MONTH AFTER ART INITIATION
DHIS,ART DIED WITHIN THE 2ND MONTH AFTER ART INITIATION
DHIS,ART DIED WITHIN THE 3RD MONTH AFTER ART INITIATION
DHIS,ART END TIME
DHIS,ART EXPOSED INFANTS
DHIS,ART FIRST ART PATIENT REG
DHIS,ART FP
DHIS,"ART HCC MALES  ALL AGES "
DHIS,ART HCC NON PREGNANT FEMALES
DHIS,ART HCC PREGNANT FEMALES
DHIS,ART HCC TOTAL REGISTERED
DHIS,ART HIV EXP CHILD FUP
DHIS,ART INFANTS <12 MTHS PCR+
DHIS,ART INFANTS BELOW 2 MONTHS AT ENROLMENT
DHIS,ART KS KAPOSI’S SARCOMA
DHIS,ART MALES
DHIS,ART MATERNITY
DHIS,ART NEVER TB OR TB OVER 2 YEARS AGO
DHIS,ART NEW ACTION POINTS FOR CLINIC TEAM
DHIS,ART NEW ACTION POINTS FOR SUPERVISION TEAM
DHIS,ART NON PREGNANT FEMALES
DHIS,ART PATIENTS ALIVE ON ART CURRENTLY ON CPT
DHIS,ART PATIENTS ENROLLED FIRST TIME
DHIS,ART PATIENTS INITIATED ON ART FIRST TIME
DHIS,ART PATIENTS RE ENROLLED
DHIS,ART PATIENTS RE INITIATED ON ART
DHIS,ART PATIENTS RETAINED IN PRE ART CURRENTLY ON CPT
DHIS,ART PATIENTS RETAINED IN PRE ART CURRENTLY ON IPT
DHIS,ART PATIENTS TRANSFERRED IN
DHIS,ART PATIENTS TRANSFERRED IN ON ART
DHIS,ART PREGNANT FEMALES
DHIS,ART PREGNANT WOMEN
DHIS,ART PRES SEV HIV DISEASE AGE <12 M
DHIS,"ART REGIMENS OTHER  PAED ADULT "
DHIS,ART REGIMENS REGIMEN 1A
DHIS,ART REGIMENS REGIMEN 1P
DHIS,ART REGIMENS REGIMEN 2A
