Period,Region Name,District Name,Working Station,HRH Cadre,Position Title,Salary Grade,Establishment,Filled Positions,Variance
MoH - 2015,Central West Region,Dedza District,Kanyezi Rural Health Centre,Attendants,Hospital Attendant,HP,3,3,0
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Human Resources,Senior Human Resource Management Officer,H,1,0,1
MoH - 2015,Central West Region,Dedza District,Kanyezi Rural Health Centre,Administration,Security Guard,P,3,3,0
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Accounting,Senior Accountant,H,1,0,1
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Administration,Senior Laundry Attendant,O,6,0,6
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Accounting,Senior Accounts Assistant,L,2,0,2
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Administration,Senior Laundry Supervisor,J,1,0,1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Accounting,Accountant,I,1,0,1
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Nursing Services,Senior Assistant Community Health Officer,HJ,2,0,2
MoH - 2015,Central East Region,Salima District,Chipoka Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Accounting,Accounts Assistant,M,3,0,3
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Administration,Senior Maintenance Supervisor,J,1,1,0
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Accounting,Assistant Accountant,K,2,0,2
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Preventive Health Services,Senior Assistant Disiease Control Officer,HJ,2,0,2
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Medical Officers,Senior Medical Officer,HH,4,3,1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Nursing Services,Assistant Community Health Officer,HK,4,0,4
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Preventive Health Services,Senior Assistant Environmental Health Officer,HJ,3,0,3
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Preventive Health Services,Assistant Environmental Health Officer,HK,3,0,3
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Human Resources,Assistant Human Resource Management Officer,K,1,0,1
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Preventive Health Services,Senior Assistant Health Education Officer,HJ,1,0,1
MoH - 2015,Northern Region,Chitipa District,Ifumbo Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Administration,Assistant Procurement Officer,K,1,0,1
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Nursing Services,Senior Nurse Auxiliary,HL,15,0,15
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Allied Health Technical Services,Assistant Rehabilitation Officer,HK,3,0,3
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Human Resources,Senior Assistant Human Resource Management Officer,J,1,0,1
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Nursing Services,Senior Nurse Technician,HJ,30,1,29
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Planning & Policy Development,Assistant Statistician,K,1,0,1
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Allied Health Technical Services,Senior Laboratory Technician,HJ,1,0,1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Administration,Bricklayer,M,2,0,2
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Nursing Services,Senior Nursing Officer,HH,5,0,5
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Allied Health Technical Services,Senior Assistant Rehabilitation Officer,HJ,1,0,1
MoH - 2015,Northern Region,Chitipa District,Ifumbo Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,1,0
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Administration,Carpenter/Joiner,M,1,0,1
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Administration,Senior PBX Operator,N,1,1,0
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Administration,Catering Assistant,M,2,0,2
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,3,-2
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Human Resources,Senior Clerical Officer,L,1,0,1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Administration,Catering Officer,I,1,0,1
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,2,-1
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Administration,Catering Supervisor,K,1,0,1
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,Central East Region,Salima District,Chipoka Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Pharmacy,Senior Pharmacy Technician,HJ,2,1,1
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Nursing Services,Nurse Technician,HK,14,12,2
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,0,1
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,1,1
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Allied Health Professionals,Senior Clinical Officer,HH,4,0,4
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,1,0
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Medical Officers,Chief Medical Officer,HF,1,0,1
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,2,-1
MoH - 2015,Northern Region,Chitipa District,Ifumbo Rural Health Centre,Attendants,Hospital Attendant,HP,3,7,-4
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,1,0
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Allied Health Technical Services,Senior Radiography Technician,HJ,1,0,1
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Nursing Services,Home Craft Worker,M,3,6,-3
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Allied Health Professionals,Senior Clinical Technician,HJ,13,0,13
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,2,-1
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,2,-1
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,1,0
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Pharmacy,Chief Pharmacy Technician,HI,3,0,3
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Allied Health Technical Services,Senior Rehabilitation Assistant,HL,1,0,1
MoH - 2015,Central East Region,Salima District,Chipoka Rural Health Centre,Administration,Security Guard,P,3,2,1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Preventive Health Services,Chief Preventive Health Officer,HF,1,0,1
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,0,1
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Nursing Services,Senior Community Health Officer,HH,1,0,1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Human Resources,Clerical Officer,M,2,0,2
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Administration,Senior Stores Clerk,L,1,0,1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Allied Health Professionals,Clinical Officer,HI,12,0,12
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Allied Health Professionals,Clinical Technician,HK,36,0,36
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Preventive Health Services,Senior Disease Control and Surveillance Assistant,HL,50,0,50
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Administration,Senior Stores Supervisor,J,1,1,0
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Nursing Services,Community Health Officer,HI,1,0,1
MoH - 2015,Northern Region,Chitipa District,Ifumbo Rural Health Centre,Administration,Security Guard,P,3,5,-2
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Administration,Cook,Q,6,0,6
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Human Resources,Copy Typist,M,2,0,2
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Attendants,Senior Head Hospital Attendant,HN,15,0,15
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Administration,Senior Ward Clerk,L,2,0,2
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Allied Health Professionals,Dental Officer,HI,1,0,1
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Human Resources,Shorthand Typist/Stenographer,K,1,0,1
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Administration,Senior Laundry Attendant,O,2,0,2
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Allied Health Technical Services,Dental Technician,HK,3,0,3
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Planning & Policy Development,Statistical Clerk,M,8,6,2
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Administration,Senior Head Messenger,N,1,0,1
MoH - 2015,Northern Region,Chitipa District,Ifumbo Rural Health Centre,Administration,Ground Labourer,R,4,5,-1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Administration,Director of Health & Social Services,E,1,0,1
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Administration,Senior Head Security Guard,N,3,0,3
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Preventive Health Services,Diesase Control and Surveillance Assistant,HM,200,0,200
MoH - 2015,South West Region,Chikwawa District,Chapananga Rural Health Centre,Attendants,Hospital Attendant,HP,3,5,-2
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Preventive Health Services,Disease Control and Surveillance Officer,HI,1,0,1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Administration,Electrician,M,1,0,1
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Preventive Health Services,Senior Health Education Officer,HI,1,0,1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Preventive Health Services,Environmental Health Officer,HI,2,0,2
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Nursing Services,Senior Home Craft Worker,L,1,0,1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Administration,Ground Labourer,R,12,0,12
MoH - 2015,Central West Region,Lilongwe District,Headquarters,Medical Officers,Deputy Hospital Director (Clinical Services),HE,1,0,1
MoH - 2015,Central West Region,Dedza District,Golomoti Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,0,1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Administration,Head Cook,P,1,0,1
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Administration,Stores Clerk,M,2,1,1
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Human Resources,Senior Human Resource Management Officer,H,1,0,1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Attendants,Head Hospital Attendant,HO,26,0,26
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Administration,Head Security Guard,O,5,0,5
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Administration,Stores Supervisor,K,1,0,1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Preventive Health Services,Health Education Officer,HI,1,0,1
MoH - 2015,South East Region,Zomba District,Zomba District Hospital,Administration,Tailor,M,1,0,1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Administration,Health Services Administrator,I,1,0,1
MoH - 2015,South West Region,Nsanje District,Masenjere Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,Central West Region,Dedza District,Golomoti Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,0,1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Nursing Services,Home Craft Worker,M,1,0,1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Attendants,Hospital Attendant,HP,81,0,81
MoH - 2015,South West Region,Nsanje District,Masenjere Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Human Resources,Human Resource Management Officer,I,1,1,0
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Administration,Senior Laundry Supervisor,J,1,0,1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Attendants,Incinerator Attendant,O,2,0,2
MoH - 2015,South West Region,Nsanje District,Masenjere Rural Health Centre,Administration,Ground Labourer,R,4,3,1
MoH - 2015,South West Region,Nsanje District,Masenjere Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,2,-1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Attendants,Kitchen Attendant,P,6,0,6
MoH - 2015,Central West Region,Dedza District,Dedza District Hospital,Administration,Senior Maintenance Supervisor,J,1,0,1
MoH - 2015,Central West Region,Dedza District,Golomoti Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,0,1
MoH - 2015,Central West Region,Mchinji District,Mchinji District Hospital,Allied Health Technical Services,Laboratory Assistant,HL,2,0,2
MoH - 2015,South West Region,Nsanje District,Masenjere Rural Health Centre,Nursing Services,Home Craft Worker,M,3,2,1
MoH - 2015,South West Region,Nsanje District,Masenjere Rural Health Centre,Attendants,Hospital Attendant,HP,3,8,-5
MoH - 2015,South West Region,Nsanje District,Masenjere Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
