ID NUMBER,DH/DM,GOAL,ELEMENT,DECISION,SOURCE,2.02.e How often,ELEMENT DESCRIPTION,DECISION DESCRIPTION,SOURCE DESCRIPTION,Level
2102A,DM,6A,TREAT,MI,OFF DHO,MONTHLY,Patients Treated,Missing Information,District Health Office,District
2102A,DM,6A,TREAT,MI,PER COOR ART,MONTHLY,Patients Treated,Missing Information,ART Coordinator,District
2102A,DM,7A,NGOEXIST,LINK,PARTNER NGO,ASNEED,NGOs Existing In An Area,Link Partners And Programs,Non-governmental Organization,District
2102A,DM,7A,NGOEXIST,LINK,OFF MEUNIT,ASNEED,NGOs Existing In An Area,Link Partners And Programs,Monitoring and Evaluation Unit,District
2102A,DM,7A,NGOEXIST,LINK,PARTNER NGO,ASNEED,NGOs Existing In An Area,Link Partners And Programs,Non-governmental Organization,District
2102A,DM,7A,NGOEXIST,LINK,PROPOSAL,ASNEED,NGOs Existing In An Area,Link Partners And Programs,Proposal,District
2102A,DM,7A,NGOEXIST,LINK,RPT PARTNER,ASNEED,NGOs Existing In An Area,Link Partners And Programs,Partner Report,District
2102A,DM,8A,INTERVENTION,PROGPERFORM,RPT,QUARTERLY,Initiated on PMTCT,Program Performance,Report,District
2102A,DM,8A,RPTRATE,PROGPERFORM,RPT,QUARTERLY,Reporting Rate,Program Performance,Report,District
2102A,DM,9A,TEST HIV TARPOP,RESMOB,PER COOR HTC,MONTHLY,Number of the target population tested for HIV,Resource Mobilization,HTC Coordinator,District
2102A,DM,9A,TEST HIV TARPOP,PROGTARGET,PER COOR HTC,MONTHLY,Number of the target population tested for HIV,Program Targeting,HTC Coordinator,District
2104A,DM,1A,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,MONTHLY,Drug Consumption,Drug Supply,Stock Card,District
2104A,DM,1A,DRUG CONSUMP,DRUG SUPPLY,FORM LMIS,MONTHLY,Drug Consumption,Drug Supply,LMIS Form,District
2104A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,MONTHLY,Drug Supply,Drug Supply,Stock Card,District
2104A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,FORM LMIS,MONTHLY,Drug Supply,Drug Supply,LMIS Form,District
2104A,DM,1A,DRUG EXPIRY,DRUG SUPPLY,OFF DRUG,MONTHLY,Drug Expiry,Drug Supply,Drug Store,District
2104A,DM,1A,DRUG EXPIRY,DRUG SUPPLY,CARD STOCK,MONTHLY,Drug Expiry,Drug Supply,Stock Card,District
2104A,DM,1A,DRUG CONSUMP,DRUG SUPPLY,OFF DRUG,MONTHLY,Drug Consumption,Drug Supply,Drug Store,District
2104A,DM,1A,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,MONTHLY,Drug Consumption,Drug Supply,Stock Card,District
2104A,DM,2A,TEST HIV,DRUG SUPPLY,REG CLNTDTA,MONTHLY,Test HIV,Drug Supply,Client Data Register,District
2104A,DM,2A,TEST HIV,DRUG SUPPLY,REG CLNTDTA,MONTHLY,Test HIV,Drug Supply,Client Data Register,District
2104A,DM,2A,TEST HIV,DRUG SUPPLY,CARD STOCK,MONTHLY,Test HIV,Drug Supply,Stock Card,District
2104A,DM,2A,TEST HIV,DRUG SUPPLY,CARD STOCK,MONTHLY,Test HIV,Drug Supply,Stock Card,District
2104A,DM,2A,TESTKIT,DRUG SUPPLY,CARD STOCK,MONTHLY,Test Kits Used,Drug Supply,Stock Card,District
2104A,DM,2A,TESTKIT,DRUG SUPPLY,CARD STOCK,MONTHLY,Test Kits Used,Drug Supply,Stock Card,District
2104A,DM,2A,TESTKIT,DRUG SUPPLY,REG CLNTDTA,MONTHLY,Test Kits Used,Drug Supply,Client Data Register,District
2104A,DM,2A,TESTKIT,DRUG SUPPLY,REG CLNTDTA,MONTHLY,Test Kits Used,Drug Supply,Client Data Register,District
2104A,DM,2A,TEST HIVPOS,DRUG SUPPLY,REG CLNTDTA,MONTHLY,Test HIV Positive,Drug Supply,Client Data Register,District
2104A,DM,2A,TEST HIVPOS,DRUG SUPPLY,REG CLNTDTA,MONTHLY,Test HIV Positive,Drug Supply,Client Data Register,District
2104A,DM,2A,TEST HIVPOS,DRUG SUPPLY,CARD STOCK,MONTHLY,Test HIV Positive,Drug Supply,Stock Card,District
2104A,DM,2A,TEST HIVPOS,DRUG SUPPLY,CARD STOCK,MONTHLY,Test HIV Positive,Drug Supply,Stock Card,District
2104A,DM,3A,TEST CD4COUNT,DRUG EXPIRY,MI,MI,Test CD4 Count,Drug Expiry,Missing Information,District
2104A,DM,6A,DRUG CONSUMP,DRUG SUPPLY,REG DRUG,MONTHLY,Drug Consumption,Drug Supply,Drug Register,District
2104A,DM,6A,CASELOAD,DRUG SUPPLY,REG PATIENT,ASNEED,Caseload,Drug Supply,Patient Register,District
2104A,DM,7A,POPULATION,PRIORITIZE RESOURCE,RPT LOCPOP,ASNEED,Population,Resource Prioritization,Local Population Report,District
2104A,DM,7A,MORBIDITY,PRIORITIZE RESOURCE,RPT CONSUMP,ASNEED,Morbidity,Resource Prioritization,Consumption report,District
2104A,DM,8A,PHARMSTATE,DRUG MANAGE,RPT LMIS,QUARTERLY,State Of Pharmacy,Drug Management,LMIS Report,District
2104A,DM,8A,DRUG EXPIRY,DRUG MANAGE,RPT LMIS,QUARTERLY,Drug Expiry,Drug Management,LMIS Report,District
2104A,DM,8A,DRUG MANAGE,DRUG MANAGE,RPT LMIS,MONTHLY,Drug Management,Drug Management,LMIS Report,District
2104A,DM,8A,DRUG MANAGE,DRUG MANAGE,RPT FACILITY,MONTHLY,Drug Management,Drug Management,Faciltiy Report,District
2104A,DM,8A,DRUG EXPIRY,DRUG MANAGE,RPT LMIS,MONTHLY,Drug Expiry,Drug Management,LMIS Report,District
2104A,DM,9A,DRUG CONSUMP,DRUG CONSUMP,RPT LMIS,MONTHLY,Drug Consumption,Drug Consumption,LMIS Report,District
2104A,DM,9A,DRUG CONSUMP,DRUG CONSUMP,RPT LMIS,MONTHLY,Drug Consumption,Drug Consumption,LMIS Report,District
2104A,DM,9A,DRUG SUPPLY,DRUG SUPPLY,RPT LMIS,MONTHLY,Drug Supply,Drug Supply,LMIS Report,District
2104A,DM,9A,DRUG SUPPLY,DRUG SUPPLY,RPT LMIS,MONTHLY,Drug Supply,Drug Supply,LMIS Report,District
2104A,DM,9A,DRUG SUPPLY,DRUG SUPPLY,RPT FACILITY,MONTHLY,Drug Supply,Drug Supply,Faciltiy Report,District
2104A,DM,9A,DRUG SUPPLY,DRUG SUPPLY,RPT FACILITY,MONTHLY,Drug Supply,Drug Supply,Faciltiy Report,District
2104A,DM,9A,DRUG CONSUMP,DRUG MANAGE,RPT LMIS,MONTHLY,Drug Consumption,Drug Management,LMIS Report,District
2104A,DM,9A,DRUG CONSUMP,DRUG MANAGE,RPT LMIS,MONTHLY,Drug Consumption,Drug Management,LMIS Report,District
2104A,DM,9A,DRUG SUPPLY,DRUG MANAGE,RPT LMIS,MONTHLY,Drug Supply,Drug Management,LMIS Report,District
2104A,DM,9A,DRUG SUPPLY,DRUG MANAGE,RPT LMIS,MONTHLY,Drug Supply,Drug Management,LMIS Report,District
2105A,DM,1A,TREAT,DQ,RPT FACILITY,QUARTERLY,Patients Treated,Data Quality Check,Faciltiy Report,District
2105A,DM,1A,TREAT,DQ,SUPPLYLIST,QUARTERLY,Patients Treated,Data Quality Check,Supply List,District
2105A,DM,1A,DRUG EXPIRY,DRUG SUPPLY,PER PHARM AST,ASNEED,Drug Expiry,Drug Supply,Pharmacy Assistant,District
2105A,DM,2A,TEST HIVPOS,TREATINIT,REG,MONTH Q,Test HIV Positive,Treatment Initiation,Register,District
2105A,DM,2A,TEST HIVPOS,TREATINIT,SYS EDS,MONTH Q,Test HIV Positive,Treatment Initiation,Electronic Data System,District
2105A,DM,2A,TEST HIVPOS,TREATINIT,RPT,MONTH Q,Test HIV Positive,Treatment Initiation,Report,District
2105A,DM,2A,TEST HIVPOS PLW,TREATINIT,REG,MONTH Q,Number of pregnant and lactating women who tested HIV positive,Treatment Initiation,Register,District
2105A,DM,2A,TEST HIVPOS PLW,TREATINIT,SYS EDS,MONTH Q,Number of pregnant and lactating women who tested HIV positive,Treatment Initiation,Electronic Data System,District
2105A,DM,2A,TEST HIVPOS PLW,TREATINIT,RPT,MONTH Q,Number of pregnant and lactating women who tested HIV positive,Treatment Initiation,Report,District
2105A,DM,2A,TEST HIVPOS WOMEN,PROGPERFORM,REG,QUARTERLY,Number of women who test HIV positive,Program Performance,Register,District
2105A,DM,2A,TEST HIVPOS WOMEN,PROGPERFORM,RPT,QUARTERLY,Number of women who test HIV positive,Program Performance,Report,District
2105A,DM,2A,PREVALENCE,PROGPERFORM,REG,QUARTERLY,Prevalence Rate HIV,Program Performance,Register,District
2105A,DM,2A,PREVALENCE,PROGPERFORM,RPT,QUARTERLY,Prevalence Rate HIV,Program Performance,Report,District
2105A,DM,3A,TEST HIVPOS INIT,ESCORT,RPT,QUARTERLY,Number of individuals tested HIV positive who initiate treatment,Escort Patient To Services,Report,District
2105A,DM,3A,TEST HIVPOS INIT,ESCORT,CARD MAS,QUARTERLY,Number of individuals tested HIV positive who initiate treatment,Escort Patient To Services,Master Card,District
2105A,DM,3A,TREAT,ESCORT,RPT,QUARTERLY,Patients Treated,Escort Patient To Services,Report,District
2105A,DM,3A,TREAT,ESCORT,CARD MAS,QUARTERLY,Patients Treated,Escort Patient To Services,Master Card,District
2105A,DM,3A,FOLLOWUP,ESCORT,RPT,QUARTERLY,Default Followup,Escort Patient To Services,Report,District
2105A,DM,3A,FOLLOWUP,ESCORT,CARD MAS,QUARTERLY,Default Followup,Escort Patient To Services,Master Card,District
2105A,DM,3A,TEST TB,ESCORT,CARD MAS,QUARTERLY,Test TB,Escort Patient To Services,Master Card,District
2105A,DM,3A,TEST TB,ESCORT,RPT,QUARTERLY,Test TB,Escort Patient To Services,Report,District
2105A,DM,3A,DEFAULT,REFER,RPT,QUARTERLY,Defaulters,Referral,Report,District
2105A,DM,3A,DEFAULT,REFER,RPT,QUARTERLY,Defaulters,Referral,Report,District
2105A,DM,3A,DEFAULT,REFER,CARD MAS,QUARTERLY,Defaulters,Referral,Master Card,District
2105A,DM,3A,DEFAULT,REFER,CARD MAS,QUARTERLY,Defaulters,Referral,Master Card,District
2105A,DM,4A,DEFAULT,LINK EXPCLIENT,REG,QUARTERLY,Defaulters,Link with an expert client,Register,District
2105A,DM,4A,DEFAULT,LINK EXPCLIENT,RPT,QUARTERLY,Defaulters,Link with an expert client,Report,District
2105A,DM,4A,SEEK COUPLE,MALE,REG,MONTH Q,Couples Seeking Service,Male Involvement,Register,District
2105A,DM,4A,SEEK COUPLE,MALE,RPT,MONTH Q,Couples Seeking Service,Male Involvement,Report,District
2105A,DM,6A,TREAT MOTHERBABY,TREATINIT,REG ART,MONTH Q,Mother Baby Pairs Enrolled,Treatment Initiation,Anti-Retroviral Treatment Register,District
2105A,DM,6A,TREAT MOTHERBABY,TREATINIT,REG HCC,MONTH Q,Mother Baby Pairs Enrolled,Treatment Initiation,Health Center Committee Register,District
2105A,DM,6A,TREAT MOTHERBABY,TREATINIT,RPT,MONTH Q,Mother Baby Pairs Enrolled,Treatment Initiation,Report,District
2105A,DM,6A,TREAT MOTHERBABY,TREATINIT,RPT FOLLOW,MONTH Q,Mother Baby Pairs Enrolled,Treatment Initiation,Exposed Follow up,District
2105A,DM,7A,DRUG CONSUMP,DRUG SUPPLY,MI,QUARTERLY,Drug Consumption,Drug Supply,Missing Information,District
2105A,DM,8A,STAFF,STAFFING,SYS DATABASE,ASNEED,Staff Per Facility,Staffing/Workload,Database,District
2105A,DM,8A,SITE,STAFFING,SYS DATABASE,ASNEED,Sites Supported,Staffing/Workload,Database,District
2105A,DM,9A,DRUG SUPPLY,DRUG SUPPLY,RPT,ASNEED,Drug Supply,Drug Supply,Report,District
2105A,DM,9A,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2105A,DM,9A,DRUG EXPIRY,DRUG SUPPLY,RPT,ASNEED,Drug Expiry,Drug Supply,Report,District
2105A,DM,9A,DRUG EXPIRY,DRUG SUPPLY,CARD STOCK,ASNEED,Drug Expiry,Drug Supply,Stock Card,District
2107A,DM,2A,TEST BLOOD,NONE,REG BLDDNR,MONTHLY,Test Blood Donors,Not Transmitted,Blood Donor Register,District
2107A,DM,2A,TEST BLOOD,NONE,CARD RESLOG,MONTHLY,Test Blood Donors,Not Transmitted,Results Log Sheet,District
2107A,DM,2A,BLOODDONOR,NA,REG BLDDNR,DAILY,Blood Donor,Not Available,Blood Donor Register,District
2107A,DM,3A,TEST HIVPOS,TEST,CARD RESLOG,MONTHLY,Test HIV Positive,Number of individuals tested,Results Log Sheet,District
2107A,DM,3A,TEST HIVPOS,TEST,CARD RESLOG,MONTHLY,Test HIV Positive,Number of individuals tested,Results Log Sheet,District
2107A,DM,3A,TEST HIVPOS,TEST,CARD RESLOG,MONTHLY,Test HIV Positive,Number of individuals tested,Results Log Sheet,District
2107A,DM,3A,CD4COUNT,TEST,CARD RESLOG,MONTHLY,CD4 Count,Number of individuals tested,Results Log Sheet,District
2107A,DM,3A,CD4COUNT,TEST,CARD RESLOG,MONTHLY,CD4 Count,Number of individuals tested,Results Log Sheet,District
2107A,DM,3A,CD4COUNT,TEST,CARD RESLOG,MONTHLY,CD4 Count,Number of individuals tested,Results Log Sheet,District
2107A,DM,3A,TEST HIVPOS,TEST,CARD STOCK,MONTHLY,Test HIV Positive,Number of individuals tested,Stock Card,District
2107A,DM,3A,TEST HIVPOS,TEST,CARD STOCK,MONTHLY,Test HIV Positive,Number of individuals tested,Stock Card,District
2107A,DM,3A,TEST HIVPOS,TEST,CARD STOCK,MONTHLY,Test HIV Positive,Number of individuals tested,Stock Card,District
2107A,DM,3A,TEST HIVPOS,TREATINIT,REG CD4,DAILY,Test HIV Positive,Treatment Initiation,CD4 Count Register,District
2107A,DM,3A,PREGNANT,TREATINIT,REG CD4,DAILY,Target Population Pregnant Women,Treatment Initiation,CD4 Count Register,District
2107A,DM,3A,TEST CD4COUNT,TREATINIT,REG CD4,DAILY,Test CD4 Count,Treatment Initiation,CD4 Count Register,District
2107A,DM,3A,TEST HIVPOS REFER,REFER,CARD RESLOG,MONTHLY,Test HIV Positive and Referred,Referral,Results Log Sheet,District
2107A,DM,3A,TEST VIRAL,TEST VIRAL,CARD RESLOG,DAILY,Test Viral Load,Test Viral Load,Results Log Sheet,District
2107A,DM,3A,TEST VIRAL,TEST VIRAL,CARD RESLOG,DAILY,Test Viral Load,Test Viral Load,Results Log Sheet,District
2107A,DM,5A,TEST FBV,NONE,CARD RESLOG,MONTHLY,Number of individuals tested through FBV,Not Transmitted,Results Log Sheet,District
2107A,DM,7A,TESTKIT,DRUG SUPPLY,REG HTC,MONTH Q,Test Kits Used,Drug Supply,HIV Testing and Counseling Register,District
2107A,DM,7A,TESTKIT,DRUG SUPPLY,REG HTC,MONTH Q,Test Kits Used,Drug Supply,HIV Testing and Counseling Register,District
2107A,DM,7A,TESTKIT,DRUG SUPPLY,REG HTC,MONTH Q,Test Kits Used,Drug Supply,HIV Testing and Counseling Register,District
2107A,DM,7A,TESTKIT,DRUG SUPPLY,REG HTC,MONTH Q,Test Kits Used,Drug Supply,HIV Testing and Counseling Register,District
2107A,DM,7A,TESTKIT,DRUG SUPPLY,REG HTC,MONTH Q,Test Kits Used,Drug Supply,HIV Testing and Counseling Register,District
2107A,DM,7A,TESTKIT,DRUG SUPPLY,REG HTC,MONTH Q,Test Kits Used,Drug Supply,HIV Testing and Counseling Register,District
2107A,DM,7A,TESTKIT,TESTKIT,CARD STOCK,DAILY M,Test Kits Used,Test Kits Used,Stock Card,District
2107A,DM,7A,DRUG STOCKOUT,DRUG SUPPLY,CARD LABST,DAILY M,Drug Stock Out,Drug Supply,Laboratory Stock Card,District
2107A,DM,8A,EQUIPMAINTAIN,EQUIPMAINTAIN,LOG EQUIP,DAILY,Equipment Maintenance,Equipment Maintenance,Equipment Log,District
2107A,DM,8A,EQUIPMAINTAIN,EQUIPMAINTAIN,LOG EQUIP,DAILY,Equipment Maintenance,Equipment Maintenance,Equipment Log,District
2107A,DM,8A,STAFFCOMP,MI,COMPASS,MI,Staff Competency,Missing Information,Competency Assessment,District
2107A,DM,8A,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,MONTHLY,Drug Supply,Drug Supply,Stock Card,District
2107A,DM,9A,TEST,REFER,CARD STOCK,DAILY,Number of individuals tested,Referral,Stock Card,District
2107A,DM,9A,CARD STOCK,REFER,CARD STOCK,DAILY,Stock Card,Referral,Stock Card,District
2107A,DM,MIA,TEST VIRAL,MI,REG ART,MONTHLY,Test Viral Load,Missing Information,Anti-Retroviral Treatment Register,District
2108A,DM,2A,NEWAPPT,INCENTIVE,OFF HRDEP,MONTHLY,New Appointments,Pay Incentive To Those Tested,Human Resources Department,District
2108A,DM,2A,RESIGN,INCENTIVE,OFF HRDEP,MONTHLY,Resignations,Pay Incentive To Those Tested,Human Resources Department,District
2108A,DM,2A,MI,TESTKIT,MI,WEEKLY,Missing Information,Test Kits Used,Missing Information,District
2108A,DM,3A,CONSULT,INCENTIVE,OFF HRDEP,MONTHLY,Medical Consultation,Pay Incentive To Those Tested,Human Resources Department,District
2108A,DM,3A,MONEY,INCENTIVE,OFF HRDEP,MONTHLY,Amount Of Money Paid,Pay Incentive To Those Tested,Human Resources Department,District
2108A,DM,7A,POPULATION,PRIORITIZE RESOURCE,OFF HMIS,MONTHLY,Population,Resource Prioritization,Health Management Information System Office,District
2108A,DM,8A,NA,FUEL,PER COOR HIV,DONTKNOW,Not Available,Fuel,HIV Coordinator,District
2108A,DM,9A,MI,PRIORITIZE RESOURCE,MI,MI,Missing Information,Resource Prioritization,Missing Information,District
2201A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,SYS LMIS,MONTHLY,Drug Supply,Drug Supply,LMIS,District
2201A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,SYS LMIS,MONTHLY,Drug Supply,Drug Supply,LMIS,District
2201A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,SYS LMIS,MONTHLY,Drug Supply,Drug Supply,LMIS,District
2201A,DM,2A,TEST,PROGPERFORM,OFF HMIS,MONTHLY,Number of individuals tested,Program Performance,Health Management Information System Office,District
2201A,DM,2A,TEST,PROGPERFORM,OFF HMIS,MONTHLY,Number of individuals tested,Program Performance,Health Management Information System Office,District
2201A,DM,2A,TEST,PROGPERFORM,OFF HMIS,MONTHLY,Number of individuals tested,Program Performance,Health Management Information System Office,District
2201A,DM,2A,TEST,PROGPERFORM,PER COOR DIP,MONTHLY,Number of individuals tested,Program Performance,DIP Coordinator,District
2201A,DM,2A,TEST,PROGPERFORM,PER COOR DIP,MONTHLY,Number of individuals tested,Program Performance,DIP Coordinator,District
2201A,DM,2A,TEST,PROGPERFORM,PER COOR DIP,MONTHLY,Number of individuals tested,Program Performance,DIP Coordinator,District
2201A,DM,2A,TEST,PROGPERFORM,PER COOR HIV,MONTHLY,Number of individuals tested,Program Performance,HIV Coordinator,District
2201A,DM,2A,TEST,PROGPERFORM,PER COOR HIV,MONTHLY,Number of individuals tested,Program Performance,HIV Coordinator,District
2201A,DM,2A,TEST,PROGPERFORM,PER COOR HIV,MONTHLY,Number of individuals tested,Program Performance,HIV Coordinator,District
2201A,DM,2A,TREAT,PROGPERFORM,OFF HMIS,MONTHLY,Patients Treated,Program Performance,Health Management Information System Office,District
2201A,DM,2A,TREAT,PROGPERFORM,OFF HMIS,MONTHLY,Patients Treated,Program Performance,Health Management Information System Office,District
2201A,DM,2A,TREAT,PROGPERFORM,OFF HMIS,MONTHLY,Patients Treated,Program Performance,Health Management Information System Office,District
2201A,DM,2A,TREAT,PROGPERFORM,PER COOR DIP,MONTHLY,Patients Treated,Program Performance,DIP Coordinator,District
2201A,DM,2A,TREAT,PROGPERFORM,PER COOR DIP,MONTHLY,Patients Treated,Program Performance,DIP Coordinator,District
2201A,DM,2A,TREAT,PROGPERFORM,PER COOR DIP,MONTHLY,Patients Treated,Program Performance,DIP Coordinator,District
2201A,DM,2A,TREAT,PROGPERFORM,PER COOR HIV,MONTHLY,Patients Treated,Program Performance,HIV Coordinator,District
2201A,DM,2A,TREAT,PROGPERFORM,PER COOR HIV,MONTHLY,Patients Treated,Program Performance,HIV Coordinator,District
2201A,DM,2A,TREAT,PROGPERFORM,PER COOR HIV,MONTHLY,Patients Treated,Program Performance,HIV Coordinator,District
2201A,DM,3A,CD4COUNT,TREATINIT,OFF HMIS,QUARTERLY,CD4 Count,Treatment Initiation,Health Management Information System Office,District
2201A,DM,3A,WHOSTAGE,TREATINIT,OFF HMIS,QUARTERLY,WHO Staging,Treatment Initiation,Health Management Information System Office,District
2201A,DM,3A,TREAT B+,TREATINIT,OFF HMIS,QUARTERLY,Treat B+,Treatment Initiation,Health Management Information System Office,District
2201A,DM,3A,TEST,TREATINIT,OFF HMIS,QUARTERLY,Number of individuals tested,Treatment Initiation,Health Management Information System Office,District
2201A,DM,4A,DEFAULT,FOLLOWUP,OFF HMIS,QUARTERLY,Defaulters,Default Followup,Health Management Information System Office,District
2201A,DM,4A,DEFAULT,FOLLOWUP,OFF HMIS,QUARTERLY,Defaulters,Default Followup,Health Management Information System Office,District
2201A,DM,4A,DEFAULT,FOLLOWUP,OFF HMIS,QUARTERLY,Defaulters,Default Followup,Health Management Information System Office,District
2201A,DM,4A,DEFAULT,FOLLOWUP,OFF HIVUNIT,QUARTERLY,Defaulters,Default Followup,HIV/AIDS Unit,District
2201A,DM,4A,DEFAULT,FOLLOWUP,OFF HIVUNIT,QUARTERLY,Defaulters,Default Followup,HIV/AIDS Unit,District
2201A,DM,4A,DEFAULT,FOLLOWUP,OFF HIVUNIT,QUARTERLY,Defaulters,Default Followup,HIV/AIDS Unit,District
2201A,DM,4A,TEST HIVPOS PREGNANT,FOLLOWUP,OFF HMIS,QUARTERLY,Number of pregnant women tested HIV positive,Default Followup,Health Management Information System Office,District
2201A,DM,4A,TEST HIVPOS PREGNANT,FOLLOWUP,OFF HMIS,QUARTERLY,Number of pregnant women tested HIV positive,Default Followup,Health Management Information System Office,District
2201A,DM,4A,TEST HIVPOS PREGNANT,FOLLOWUP,OFF HMIS,QUARTERLY,Number of pregnant women tested HIV positive,Default Followup,Health Management Information System Office,District
2201A,DM,4A,TEST HIVPOS PREGNANT,FOLLOWUP,OFF HIVUNIT,QUARTERLY,Number of pregnant women tested HIV positive,Default Followup,HIV/AIDS Unit,District
2201A,DM,4A,TEST HIVPOS PREGNANT,FOLLOWUP,OFF HIVUNIT,QUARTERLY,Number of pregnant women tested HIV positive,Default Followup,HIV/AIDS Unit,District
2201A,DM,4A,TEST HIVPOS PREGNANT,FOLLOWUP,OFF HIVUNIT,QUARTERLY,Number of pregnant women tested HIV positive,Default Followup,HIV/AIDS Unit,District
2201A,DM,4A,TEST HIVPOS MOTHER,FOLLOWUP,OFF HMIS,QUARTERLY,Mothers Tested HIV Positive,Default Followup,Health Management Information System Office,District
